ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,0,0,0,0,1.4,0,1.96666666666667,0,0
0007CB1E1F,0,0,16.7333333333333,4.83333333333333,1.2,0,14.7333333333333,6.03333333333333,6.7,1.13333333333333
0007CB2183,0,16.7333333333333,0,0,2.73333333333333,0,0,0,4.8,0
0007CB2277,0,4.83333333333333,0,0,8.5,12.3333333333333,0,0,2.76666666666667,3.26666666666667
0007CB3D9B,0,1.2,2.73333333333333,8.5,0,5.8,7.96666666666667,0,0,2.96666666666667
0007CB3F5E,1.4,0,0,12.3333333333333,5.8,0,0,0,2.8,5.23333333333333
0007CB6BC3,0,14.7333333333333,0,0,7.96666666666667,0,0,1.53333333333333,1.03333333333333,0
0007F2945F,1.96666666666667,6.03333333333333,0,0,0,0,1.53333333333333,0,7.23333333333333,0
0007F2B8A6,0,6.7,4.8,2.76666666666667,0,2.8,1.03333333333333,7.23333333333333,0,28.6
0007F2E455,0,1.13333333333333,0,3.26666666666667,2.96666666666667,5.23333333333333,0,0,28.6,0
