ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,0,0,0,0,2.5520881,0,2.3021983,0,0
0007CB1E1F,0,0,26.1816324333333,54.10963535,72.1766644,0,2.13411128571429,77.0895231,34.189523275,44.0213276
0007CB2183,0,26.1816324333333,0,0,64.41991425,0,0,0,32.809847675,0
0007CB2277,0,54.10963535,0,0,2.47034914285714,8.43364444285714,0,0,61.32792995,69.8414416666667
0007CB3D9B,0,72.1766644,64.41991425,2.47034914285714,0,61.3485552,33.604508425,0,0,24.4346912
0007CB3F5E,2.5520881,0,0,8.43364444285714,61.3485552,0,0,0,64.8052638,61.3165394
0007CB6BC3,0,2.13411128571429,0,0,33.604508425,0,0,52.716391,73.0825379,0
0007F2945F,2.3021983,77.0895231,0,0,0,0,52.716391,0,65.8779569,0
0007F2B8A6,0,34.189523275,32.809847675,61.32792995,0,64.8052638,73.0825379,65.8779569,0,16.41964048
0007F2E455,0,44.0213276,0,69.8414416666667,24.4346912,61.3165394,0,0,16.41964048,0
