ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,0,1,0,0,0,0,0.333333333333333,1,1
0007CB0F67,0,0,0,1,0,0.25,0,0,0,0
0007CB48B4,0,0,0,0.25,0,1,1,0,0.473684210526316,0.2
0007CB6DFA,1,0,0.75,0,0,0.333333333333333,0.5,0.5,1,0
0007F29741,0,0,0,0,0,0,0,0,0,0
0007F2B88A,1,0.75,0,0.666666666666667,0,0,0.2,0,0.75,0
0007F2C687,1,1,0,0.5,0,0.8,0,0,0.5,0
0007F2EEFA,0.666666666666667,0,0,0.5,0,0,0,0,0,1
0007F2F26A,0,0,0.526315789473684,0,0,0.25,0.5,0,0,0.285714285714286
0007F2F283,0,0,0.8,1,0,0,0,0,0.714285714285714,0
