ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,0,4.04347826086957,2.78333333333333,1.75,0,0,2.97727272727273,1.89,1.55
0007CB0F67,0,0,3.73333333333333,0,0,0,5.33888888888889,2.6,2.53,3.65
0007CB48B4,4.04347826086957,3.73333333333333,0,2.61,2.775,0,1.675,3.72857142857143,2.63571428571429,2.76666666666667
0007CB6DFA,2.78333333333333,0,2.61,0,2.43333333333333,0,0,2.31111111111111,3.635,2.45
0007F29741,1.75,0,2.775,2.43333333333333,0,0,0,2.46666666666667,0,0
0007F2B88A,0,0,0,0,0,0,2.075,2.075,4.39210526315789,0
0007F2C687,0,5.33888888888889,1.675,0,0,2.075,0,0,2.4125,0
0007F2EEFA,2.97727272727273,2.6,3.72857142857143,2.31111111111111,2.46666666666667,2.075,0,0,5.15,0
0007F2F26A,1.89,2.53,2.63571428571429,3.635,0,4.39210526315789,2.4125,5.15,0,3.73793103448276
0007F2F283,1.55,3.65,2.76666666666667,2.45,0,0,0,0,3.73793103448276,0
