ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,5.6,471.1,25.55,12.65,0,19.3,31.1,28.35,0
0007CB0F67,5.6,0,0,0,0,0,106.05,0,2.2,14.5
0007CB48B4,471.1,0,0,157.4,3.95,1.6,0,68.3,12.45,5.8
0007CB6DFA,25.55,0,157.4,0,54.65,0,41,193.1,48.1,63.1
0007F29741,12.65,0,3.95,54.65,0,0,11,23.7,0,0
0007F2B88A,0,0,1.6,0,0,0,0,0,15,0
0007F2C687,19.3,106.05,0,41,11,0,0,1.95,5.95,1.85
0007F2EEFA,31.1,0,68.3,193.1,23.7,0,1.95,0,11.75,0
0007F2F26A,28.35,2.2,12.45,48.1,0,15,5.95,11.75,0,150.35
0007F2F283,0,14.5,5.8,63.1,0,0,1.85,0,150.35,0
