ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,1,9,1,5,0,5,3,5,5
0007CB0F67,1,0,1,0,0,3,0,0,1,0
0007CB48B4,2,0,0,6,1,1,2,5,0,2
0007CB6DFA,0,0,3,0,2,0,2,0,1,6
0007F29741,2,1,5,7,0,3,3,4,2,2
0007F2B88A,3,0,1,1,1,0,2,2,3,2
0007F2C687,4,2,0,2,11,3,0,0,0,1
0007F2EEFA,7,0,8,1,5,0,1,0,0,1
0007F2F26A,2,2,4,1,3,1,7,0,0,6
0007F2F283,2,0,3,2,1,0,0,2,1,0
