ID,0007CB0CDD,0007CB0F67,0007CB48B4,0007CB6DFA,0007F29741,0007F2B88A,0007F2C687,0007F2EEFA,0007F2F26A,0007F2F283
0007CB0CDD,0,0,39.3,3.5,0,8.35,10.25,44.9,17.4,9.1
0007CB0F67,0,0,0,3.95,0,10.8,3.5,0,0,0
0007CB48B4,39.3,0,0,18,0,4.25,13.35,0,62.6,13.1
0007CB6DFA,3.5,3.95,18,0,0,27.9,20.15,9.95,31.3,30.1
0007F29741,0,0,0,0,0,0,0,0,0,0
0007F2B88A,8.35,10.8,4.25,27.9,0,0,59.4,0,77.85,0
0007F2C687,10.25,3.5,13.35,20.15,0,59.4,0,0,54.6,0
0007F2EEFA,44.9,0,0,9.95,0,0,0,0,0,1.8
0007F2F26A,17.4,0,62.6,31.3,0,77.85,54.6,0,0,45.45
0007F2F283,9.1,0,13.1,30.1,0,0,0,1.8,45.45,0
