ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,0.163720484979364,0.0215710924426852,0.0456330911725669,0.0399164825042498,0.0388312570105429,0.0395511744694337,0.115838053784613,0.0629723393611453,0.0403515297123385
0007CB0B74,0.269324125460946,0,0.136516201526777,0.0920304955853217,0.0694295517612265,0.0345351405533428,0.0744687850702866,0.0473896533939696,0.0912554072406864,0.0848954213225243
0007CB0DBC,0.0873445803023267,0.33602824391741,0,0.296643946728906,0.260169969865331,0.147910951493883,0.273175464723288,0.220992118118979,0.320780568800255,0.24178703187986
0007CB2407,0.0874207393322081,0.107175152760137,0.140348008528205,0,0.0833102958561671,0.0454444839618676,0.132796087047984,0.0487064704466145,0.0819898645726417,0.124974594279468
0007F2B3FF,0.0892141616487692,0.0943308310763736,0.143606758493318,0.0971953807780351,0,0.192833142240339,0.0992852264376326,0.12838232584782,0.165517967064766,0.0990130133023796
0007F2B59E,0.038357126888314,0.019582989093735,0.0360828745438903,0.0234320998736832,0.0852245590681831,0,0.0431041912438616,0.039031153076314,0.0357013874460168,0.048955848108904
0007F2B8A2,0.0524256651017214,0.0600048835453644,0.0894257173679057,0.0918830190372989,0.0588826924334666,0.0578414864962332,0,0.0282199926849536,0.0324822344666952,0.119358025773941
0007F2B9FC,0.261823689389081,0.0651131914715675,0.123358945453707,0.0574658399430612,0.12983189328491,0.0893108962800286,0.0481204874879875,0,0.101672621951056,0.162835155795124
0007F2E37E,0.173490270069747,0.152831074880282,0.21825767605198,0.117910064953801,0.204027592210823,0.0995739579628576,0.0675128789907728,0.123928625581033,0,0.19025066853737
0007F2E3D4,0.133399911065907,0.1706112122916,0.197407986273327,0.215666497816706,0.146455700168013,0.163845868785021,0.297688871013629,0.238169434083877,0.228295017090046,0
