ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,0.428571428571429,0.421052631578947,0.647058823529412,0.411764705882353,0.4,0.625,0.694444444444444,0.64,0.4
0007CB0B74,0.571428571428571,0,0.763888888888889,0.586206896551724,0.681818181818182,0.666666666666667,0.75,0.590909090909091,0.789473684210526,0.736111111111111
0007CB0DBC,0.578947368421053,0.236111111111111,0,0.563758389261745,0.338842975206612,0.574074074074074,0.485148514851485,0.528925619834711,0.606177606177606,0.651515151515151
0007CB2407,0.352941176470588,0.413793103448276,0.436241610738255,0,0.333333333333333,0.291666666666667,0.547169811320755,0.488372093023256,0.632352941176471,0.582089552238806
0007F2B3FF,0.588235294117647,0.318181818181818,0.661157024793388,0.666666666666667,0,0.581395348837209,0.576923076923077,0.523809523809524,0.666666666666667,0.708333333333333
0007F2B59E,0.6,0.333333333333333,0.425925925925926,0.708333333333333,0.418604651162791,0,0.3125,0.555555555555556,0.703703703703704,0.620689655172414
0007F2B8A2,0.375,0.25,0.514851485148515,0.452830188679245,0.423076923076923,0.6875,0,0.294117647058824,0.5,0.545454545454545
0007F2B9FC,0.305555555555556,0.409090909090909,0.471074380165289,0.511627906976744,0.476190476190476,0.444444444444444,0.705882352941177,0,0.708860759493671,0.525862068965517
0007F2E37E,0.36,0.210526315789474,0.393822393822394,0.367647058823529,0.333333333333333,0.296296296296296,0.5,0.291139240506329,0,0.448863636363636
0007F2E3D4,0.6,0.263888888888889,0.348484848484849,0.417910447761194,0.291666666666667,0.379310344827586,0.454545454545455,0.474137931034483,0.551136363636364,0
