ID,0007CB3713,0007CB40DE,0007CB47A6,0007CB486D,0007CDEC0B,0007CDEEE2
0007CB3713,0,1,3,0,0,0
0007CB40DE,0,0,3,26,33,1
0007CB47A6,0,19,0,12,10,1
0007CB486D,0,60,8,0,10,1
0007CDEC0B,0,81,5,17,0,3
0007CDEEE2,0,11,2,5,1,0
