ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,1490.43333333333,24.0666666666667,485.333333333333,377.433333333333,762.266666666666,196.433333333333,184.166666666667,842.4,98.2666666666667
0007ACA781,1490.43333333333,0,157.8,445.7,665.7,293.933333333333,333.566666666667,867.266666666667,2346.56666666667,930.533333333333
0007CB2224,24.0666666666667,157.8,0,82.3333333333334,693.266666666667,162.866666666666,155.4,27.4333333333333,141.3,696.8
0007CD38E5,485.333333333333,445.7,82.3333333333334,0,1142.13333333333,1243.26666666667,1197.96666666667,353.266666666667,532.933333333334,406.333333333334
0007CD72E3,377.433333333333,665.7,693.266666666667,1142.13333333333,0,691.7,873.933333333333,959.299999999999,1872.26666666666,455.233333333334
0007CD7FB2,762.266666666666,293.933333333333,162.866666666666,1243.26666666667,691.7,0,295.5,303.566666666666,203.266666666667,360.666666666666
0007CD81D3,196.433333333333,333.566666666667,155.4,1197.96666666667,873.933333333333,295.5,0,137.5,573.366666666666,883.266666666666
0007CDEAA7,184.166666666667,867.266666666667,27.4333333333333,353.266666666667,959.299999999999,303.566666666666,137.5,0,439.366666666666,58.3666666666667
0007CDEEE2,842.4,2346.56666666667,141.3,532.933333333334,1872.26666666666,203.266666666667,573.366666666666,439.366666666666,0,508.266666666667
0007CE0327,98.2666666666667,930.533333333333,696.8,406.333333333334,455.233333333334,360.666666666666,883.266666666666,58.3666666666667,508.266666666667,0
