ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,94,2,33,38,23,9,11,19,4
0007ACA781,102,0,20,35,45,12,37,34,75,15
0007CB2224,7,4,0,8,77,3,14,7,16,51
0007CD38E5,52,24,4,0,79,35,139,20,35,25
0007CD72E3,41,26,28,82,0,27,74,51,53,14
0007CD7FB2,76,30,7,77,47,0,30,23,24,23
0007CD81D3,11,19,8,106,80,16,0,8,36,51
0007CDEAA7,13,35,3,22,83,7,12,0,30,4
0007CDEEE2,33,92,9,29,107,8,45,34,0,31
0007CE0327,15,30,27,47,48,16,101,11,31,0
