ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,537,13,197,139,253,60,81,166,35
0007ACA781,537,0,40,121,159,90,108,153,496,108
0007CB2224,13,40,0,32,224,38,42,12,56,239
0007CD38E5,197,121,32,0,294,230,547,84,127,115
0007CD72E3,139,159,224,294,0,201,332,305,302,122
0007CD7FB2,253,90,38,230,201,0,90,89,70,74
0007CD81D3,60,108,42,547,332,90,0,49,148,341
0007CDEAA7,81,153,12,84,305,89,49,0,140,24
0007CDEEE2,166,496,56,127,302,70,148,140,0,157
0007CE0327,35,108,239,115,122,74,341,24,157,0
