ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,38,74,39,44,45,90,87,134,31
0007CB0942,50,0,4,45,20,27,92,67,81,21
0007CB2302,79,6,0,25,12,14,32,24,34,30
0007CB30A6,23,28,26,0,5,26,38,31,12,9
0007CB3713,53,19,24,22,0,22,53,60,69,18
0007CB47A6,69,29,18,26,29,0,110,124,96,55
0007CDDBAF,177,113,35,43,44,59,0,373,153,55
0007CDE223,110,60,32,51,36,63,239,0,228,72
0007CDEC0B,136,64,19,25,38,77,161,227,0,29
0007CE0327,39,19,16,21,16,42,44,65,44,0
