ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,2482.59027777777,1098.0318627451,2044.82883986928,924.981209150326,598.898692810458,636.407679738562,2279.45343137255,1624.36437908497,1812.2614379085
0007CB0B74,2482.59027777777,0,5939.51470588236,3237.85089869281,919.115196078431,363.285539215686,1012.48651960784,780.493464052288,2291.94812091503,2527.82802287582
0007CB0DBC,1098.0318627451,5939.51470588236,0,7627.07066993464,4024.05269607843,2124.66870915033,5250.90972222222,4326.97058823529,9252.9885620915,8192.44240196078
0007CB2407,2044.82883986928,3237.85089869281,7627.07066993464,0,1032.76388888889,559.043709150327,2405.68382352941,649.764705882353,3606.93954248366,5057.67687908497
0007F2B3FF,924.981209150326,919.115196078431,4024.05269607843,1032.76388888889,0,1326.56168300654,1074.34272875817,1825.86519607843,2880.50040849673,1743.52410130719
0007F2B59E,598.898692810458,363.285539215686,2124.66870915033,559.043709150327,1326.56168300654,0,860.30841503268,916.781045751634,864.241830065361,1895.90114379085
0007F2B8A2,636.407679738562,1012.48651960784,5250.90972222222,2405.68382352941,1074.34272875817,860.30841503268,0,447.772467320261,1635.31862745098,3675.87745098039
0007F2B9FC,2279.45343137255,780.493464052288,4326.97058823529,649.764705882353,1825.86519607843,916.781045751634,447.772467320261,0,1874.36111111111,4363.59599673203
0007F2E37E,1624.36437908497,2291.94812091503,9252.9885620915,3606.93954248366,2880.50040849673,864.241830065361,1635.31862745098,1874.36111111111,0,7929.75816993465
0007F2E3D4,1812.2614379085,2527.82802287582,8192.44240196078,5057.67687908497,1743.52410130719,1895.90114379085,3675.87745098039,4363.59599673203,7929.75816993465,0
