ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,1.23855756443625,0.993792380541772,1.8221323807412,0.917919242952641,1.03559707256126,2.33685421692533,1.37764571881245,0.425021429162869,5.58154633728925
0007CB0B74,1.12143346509539,0,3.41677537458656,1.77164229384264,2.5169529537124,3.61195731253582,0.476382037229576,0.640376400625599,0.777824693522308,1.46531025122651
0007CB0DBC,0.693714533331719,2.51203322316193,0,1.11352045775783,0.808436769238445,1.73791308731499,0.755971755248032,1.19379144961844,3.23175447184859,0.957962508836845
0007CB2407,1.52965106043649,1.63359165322361,1.39209978818784,0,0.983072695851384,1.50034008854248,3.66672514030137,0.773195195721081,1.2224066140139,8.18592909691538
0007F2B3FF,0.88943765322465,2.49557804033231,1.05378644210939,1.06983069784759,0,1.35443413392122,0.274234860101215,3.40594482088464,1.97746216173528,0.629984428503386
0007F2B59E,0.758173470597045,2.88019717890767,1.86578835869136,1.28205703986052,1.07202063129918,0,1.78604803376305,1.16873782702421,0.757277388567373,1.28815560688738
0007F2B8A2,1.84200564514077,0.474047847259231,0.882403429597891,3.40163849839104,0.216336641161033,1.81084517245943,0,0.441858726342023,0.555839009326547,5.3435955821083
0007F2B9FC,1.04030517653803,0.478484015076086,1.30136936358604,0.774982393404269,2.73343488390244,1.18696323757349,0.421359639722778,0,0.819023729950645,9.09556725933745
0007F2E37E,0.337984821910172,0.681023514579003,3.56843699221177,1.10436497384949,1.61050990374539,0.782718054318377,0.554127856267008,0.833555440258364,0,1.61003666308872
0007F2E3D4,4.23622640123646,1.12474138724929,1.03618114469477,6.97523148654192,0.521066342476949,1.28432865336564,4.89121560278303,8.91912647557214,1.56199187296593,0
