ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,49.48980992,57.2253248521739,39.9460053692308,61.42221345,49.98656315625,29.116545822449,24.0135477222222,68.378199325,26.8399001354167
0007CB0B74,49.48980992,0,10.5367153582089,48.0155266692308,3.45298138125,32.834551215,52.0803791777778,43.0738206375,49.92178785,27.3051141272727
0007CB0DBC,57.2253248521739,10.5367153582089,0,46.8113104813954,59.6922978909091,44.1317986475177,41.0076770112676,47.6252138046875,9.91711157934783,46.5328585619048
0007CB2407,39.9460053692308,48.0155266692308,46.8113104813954,0,67.4472608285714,39.3690872758621,25.9045495615385,62.0595448125,44.099248967647,36.2168537172414
0007F2B3FF,61.42221345,3.45298138125,59.6922978909091,67.4472608285714,0,48.4362079813559,53.45966778,11.5161774107143,11.2776409060606,51.8892142
0007F2B59E,49.98656315625,32.834551215,44.1317986475177,39.3690872758621,48.4362079813559,0,28.2071114325582,40.2757006035714,46.0645311457627,50.5364529681818
0007F2B8A2,29.116545822449,52.0803791777778,41.0076770112676,25.9045495615385,53.45966778,28.2071114325582,0,51.8335813105263,49.866681,26.4162230335938
0007F2B9FC,24.0135477222222,43.0738206375,47.6252138046875,62.0595448125,11.5161774107143,40.2757006035714,51.8335813105263,0,34.3484027840909,8.1984112607306
0007F2E37E,68.378199325,49.92178785,9.91711157934783,44.099248967647,11.2776409060606,46.0645311457627,49.866681,34.3484027840909,0,38.9115112083333
0007F2E3D4,26.8399001354167,27.3051141272727,46.5328585619048,36.2168537172414,51.8892142,50.5364529681818,26.4162230335938,8.1984112607306,38.9115112083333,0
