ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,0.146642221876692,0.0248429699825319,0.0893884252857045,0.0597800880213941,0.057280206025333,0.0428969115124644,0.12309059752378,0.062664022611622,0.0538591291416682
0007CB0B74,0.226041250444141,0,0.134381515286953,0.141540645114608,0.0594009767764265,0.0539522144860831,0.0682464181717966,0.0473408847572524,0.0884177778846575,0.0751252623292151
0007CB0DBC,0.0999764228129425,0.350836640720077,0,0.333412666838084,0.260068228407872,0.203208761108827,0.326981306635334,0.23365662480457,0.334123702637269,0.243473598280671
0007CB2407,0.186182823660307,0.191254132484064,0.172562467571874,0,0.0667459139411138,0.053468373235257,0.149805211207523,0.0394115229367836,0.130245918606324,0.150310582396898
0007F2B3FF,0.0842200628211712,0.054290510890995,0.0910441889062106,0.0451466332632612,0,0.126875759490053,0.0669007863031491,0.0985968104853272,0.10401433606847,0.0518163040771253
0007F2B59E,0.0545300650792104,0.0254500970644402,0.0480706277796783,0.0244382492326456,0.0857336056034965,0,0.0535725778080429,0.0549274871411313,0.031207612361965,0.0563448420891818
0007F2B8A2,0.0665948621974432,0.0630751234569598,0.11880182810363,0.105162977227147,0.0694330892941096,0.0822821018812869,0,0.0241797352815233,0.0590510526549395,0.109244479962993
0007F2B9FC,0.207545525562055,0.0486225946213249,0.0978977059646421,0.0299968459092291,0.118002810280906,0.0950188879401358,0.0278834019598691,0,0.0676828324515069,0.129682989106301
0007F2E37E,0.169976456016428,0.142782059695625,0.209348858531361,0.157675126405184,0.18616223363475,0.0826583037767992,0.101833520257653,0.101215592284805,0,0.23566680855363
0007F2E3D4,0.165007430031192,0.149314335561036,0.185354002539342,0.221093209862114,0.112681234183458,0.181328844800758,0.228901899963395,0.235634398666658,0.286342098336909,0
