ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,25.41887387,75.918874875,0,56.5305917,43.9114303,71.2998564875,0,52.655374025,0
0007CB0B74,25.41887387,0,50.4252946384615,59.8361409666667,0,64.4414373,46.6682915,71.7832907,63.45279752,58.315179075
0007CB0DBC,75.918874875,50.4252946384615,0,61.0445010923077,47.37739765,58.1953045833333,68.0024484117647,70.14354705625,53.854989095,54.0698774181818
0007CB2407,0,59.8361409666667,61.0445010923077,0,63.4245577333333,74.7215886333333,45.0705324,58.5425265,53.713049275,11.86297067
0007F2B3FF,56.5305917,0,47.37739765,63.4245577333333,0,64.61119845,42.07674635,0,36.7620723916667,60.385667
0007F2B59E,43.9114303,64.4414373,58.1953045833333,74.7215886333333,64.61119845,0,58.5410379147059,51.0815266333333,49.4640426235294,42.3504286705882
0007F2B8A2,71.2998564875,46.6682915,68.0024484117647,45.0705324,42.07674635,58.5410379147059,0,26.510926735,64.1234562735294,44.916349305
0007F2B9FC,0,71.7832907,70.14354705625,58.5425265,0,51.0815266333333,26.510926735,0,58.5927545733333,22.7841957545455
0007F2E37E,52.655374025,63.45279752,53.854989095,53.713049275,36.7620723916667,49.4640426235294,64.1234562735294,58.5927545733333,0,51.6055535466667
0007F2ED4,0,58.315179075,54.0698774181818,11.86297067,60.385667,42.3504286705882,44.916349305,22.7841957545455,51.6055535466667,0
