ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,31,22,23,14,22,30,35,15,29
0007CB0B74,31,0,19,13,49,19,15,6,26,18
0007CB0DBC,22,19,0,35,18,33,33,18,41,25
0007CB2407,23,13,35,0,11,19,22,15,9,18
0007F2B3FF,14,49,18,11,0,26,38,28,103,28
0007F2B59E,22,19,33,19,26,0,43,39,39,50
0007F2B8A2,30,15,33,22,38,43,0,75,31,24
0007F2B9FC,35,6,18,15,28,39,75,0,21,97
0007F2E37E,15,26,41,9,103,39,31,21,0,39
0007F2ED4,29,18,25,18,28,50,24,97,39,0
