ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,5.53095694418038,0.390146771847694,0,2.40619844382409,0.890096931290799,0.690767474700394,0,0.850029555855978,0
0007CB0B74,5.53095694418038,0,1.30023479219164,0.750563244097346,0,1.49434042201359,0.147761872092965,1.13282351707321,0.581075516100071,0.900535203050517
0007CB0DBC,0.390146771847694,1.30023479219164,0,2.28959089522595,0.465158844026892,0.897241944809302,1.31780555037433,1.24982796808066,1.23724042061299,0.894998056104348
0007CB2407,0,0.750563244097346,2.28959089522595,0,1.4069846601588,0.288591784752125,0.27496336817417,1.28449736325083,0.773217994996592,2.46002199578148
0007F2B3FF,2.40619844382409,0,0.465158844026892,1.4069846601588,0,0.715514876625056,1.21877201114415,0,2.57185328907594,0.55959285240302
0007F2B59E,0.890096931290799,1.49434042201359,0.897241944809302,0.288591784752125,0.715514876625056,0,1.68496930666214,0.711039022117776,1.37139046449521,1.30934355914161
0007F2B8A2,0.690767474700394,0.147761872092965,1.31780555037433,0.27496336817417,1.21877201114415,1.68496930666214,0,1.37824037633954,1.47082048643021,1.54051794835141
0007F2B9FC,0,1.13282351707321,1.24982796808066,1.28449736325083,0,0.711039022117776,1.37824037633954,0,1.28135711334777,1.5160554362985
0007F2E37E,0.850029555855978,0.581075516100071,1.23724042061299,0.773217994996592,2.57185328907594,1.37139046449521,1.47082048643021,1.28135711334777,0,0.60305840739686
0007F2ED4,0,0.900535203050517,0.894998056104348,2.46002199578148,0.55959285240302,1.30934355914161,1.54051794835141,1.5160554362985,0.60305840739686,0
