ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,1.89047619047619,2.93333333333333,1.18333333333333,2.88571428571429,1.72121212121212,5.08,1.65833333333333,2.71282051282051,3.44444444444444
0007CB0B74,1.89047619047619,0,2.08602150537634,1.81190476190476,2.37380952380952,2.28333333333333,2.35952380952381,1.59393939393939,1.87586206896552,2.42666666666667
0007CB0DBC,2.93333333333333,2.08602150537634,0,1.77619047619048,1.76666666666667,1.58461538461538,1.9875,1.81666666666667,2.42222222222222,2.19111111111111
0007CB2407,1.18333333333333,1.81190476190476,1.77619047619048,0,0,2.88333333333333,2.23333333333333,1.96111111111111,1.97777777777778,1.75333333333333
0007F2B3FF,2.88571428571429,2.37380952380952,1.76666666666667,0,0,2.63157894736842,1.88666666666667,2.525,2.04273504273504,1.60666666666667
0007F2B59E,1.72121212121212,2.28333333333333,1.58461538461538,2.88333333333333,2.63157894736842,0,1.76666666666667,2.1037037037037,5.73484848484849,1.89824561403509
0007F2B8A2,5.08,2.35952380952381,1.9875,2.23333333333333,1.88666666666667,1.76666666666667,0,1.7695652173913,2.71444444444444,1.88571428571429
0007F2B9FC,1.65833333333333,1.59393939393939,1.81666666666667,1.96111111111111,2.525,2.1037037037037,1.7695652173913,0,2.23333333333333,2.10128205128205
0007F2E37E,2.71282051282051,1.87586206896552,2.42222222222222,1.97777777777778,2.04273504273504,5.73484848484849,2.71444444444444,2.23333333333333,0,2.01166666666667
0007F2ED4,3.44444444444444,2.42666666666667,2.19111111111111,1.75333333333333,1.60666666666667,1.89824561403509,1.88571428571429,2.10128205128205,2.01166666666667,0
