ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,14,0,6,8,6,0,7,37,2
0007ABF555,14,0,10,46,10,3,1,37,16,13
0007AC2B02,0,10,0,27,36,5,0,15,20,8
0007ACA781,6,46,27,0,30,11,2,88,42,84
0007CB7051,8,10,36,30,0,13,18,18,23,17
0007CD6778,6,3,5,11,13,0,0,21,21,22
0007CD765E,0,1,0,2,18,0,0,2,0,9
0007CDADED,7,37,15,88,18,21,2,0,75,30
0007CDC443,37,16,20,42,23,21,0,75,0,24
0007CDEAA7,2,13,8,84,17,22,9,30,24,0
