ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,2,0,1,1,2,0,1,2,3
0007ABF555,3,0,7,4,4,0,0,3,1,3
0007AC2B02,1,4,0,10,21,3,3,3,4,4
0007ACA781,9,4,6,0,15,0,0,3,4,9
0007CB7051,0,2,14,9,0,2,4,5,5,9
0007CD6778,1,1,5,4,6,0,0,1,0,8
0007CD765E,0,1,0,0,3,2,0,0,0,0
0007CDADED,2,4,6,5,4,1,0,0,1,2
0007CDC443,2,6,6,7,9,0,0,2,0,13
0007CDEAA7,2,6,5,9,10,9,0,1,16,0
