ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,0.0550938750384735,0.0183237684621436,0.0250709122518072,0.0118184955141477,0.0313970025161361,0,0.266159384716085,0.0505744961386326,0.0182120582120582
0007ABF555,0.147203947368422,0,0.0997174236024124,0.0742519901180346,0.126236484932137,0.0573241439667434,0.0394873571181156,0.0846015382097857,0.171783763420607,0.102952182952183
0007AC2B02,0.129317434210527,0.263388734995383,0,0.285158751944369,0.458304577869796,0.388031943988622,0.303082784897817,0.177057764686631,0.294970804294594,0.171309771309772
0007ACA781,0.112664473684211,0.124884579870729,0.181577184140765,0,0.139061421670117,0.168799912482223,0.191201939729823,0.347242677139585,0.140892823507252,0.404158004158005
0007CB7051,0.0844983552631581,0.33779624499846,0.464299239665571,0.22124622563821,0,0.226233453670277,0.595081399376513,0.235804287350679,0.286494631757393,0.286237006237006
0007CD6778,0.0590049342105265,0.0403200984918437,0.103329740437556,0.0705920029279897,0.0594662985967333,0,0.0339452719085555,0.0503190967108493,0.0508570352232059,0.0621205821205822
0007CD765E,0,0.0175438596491228,0.0509802779153437,0.0505078232226187,0.0988037727168159,0.0214418553768734,0,0.0213549337260677,0.060180825014127,0.024033264033264
0007CDADED,0.668791118421052,0.0795629424438289,0.0630407550907451,0.194162320431879,0.0828732459167242,0.0672792911060059,0.0452026324904745,0,0.0831606705594274,0.0385031185031185
0007CDC443,0.110402960526316,0.140350877192982,0.0912401316747752,0.0684417604538385,0.0874741200828157,0.0590744995077125,0.110668514028403,0.0722467681230567,0,0.0435758835758837
0007CDEAA7,0.0450246710526317,0.095260080024623,0.0600110700032047,0.222344221795224,0.0989763054980443,0.0817197243190023,0.0500519570488395,0.0378825069546718,0.0493501601054814,0
