ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,18.0440301769231,76.99554865,65.0982455909091,45.457540975,31.6431092111111,0,74.4441002166667,38.0082930909091,69.80159795
0007ABF555,18.0440301769231,0,57.5386250285714,19.5374254588235,67.7721877352941,36.9640643375,70.7201395,25.2925931875,50.92512725,58.2598632466667
0007AC2B02,76.99554865,57.5386250285714,0,57.015261172,29.9651668741379,60.3740799421053,18.7001320777778,62.8852758642857,62.5629839055556,62.4440998117647
0007ACA781,65.0982455909091,19.5374254588235,57.015261172,0,59.141897175,46.85178605,0,5.01714411875,61.42090758,31.3146514064516
0007CB7051,45.457540975,67.7721877352941,29.9651668741379,59.141897175,0,46.3555258642857,6.52819336896552,61.4120714928571,29.9996261,63.9109351774194
0007CD6778,31.6431092111111,36.9640643375,60.3740799421053,46.85178605,46.3555258642857,0,57.6883281333333,31.2773079285714,0,49.5755444130435
0007CD765E,0,70.7201395,18.7001320777778,0,6.52819336896552,57.6883281333333,0,0,0,0
0007CDADED,74.4441002166667,25.2925931875,62.8852758642857,5.01714411875,61.4120714928571,31.2773079285714,0,0,28.5876695142857,39.9431588846154
0007CDC443,38.0082930909091,50.92512725,62.5629839055556,61.42090758,29.9996261,0,0,28.5876695142857,0,66.5717930638889
0007CDEAA7,69.80159795,58.2598632466667,62.4440998117647,31.3146514064516,63.9109351774194,49.5755444130435,0,39.9431588846154,66.5717930638889,0
