ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,196.9,575.433333333333,123.466666666667,51.7333333333333,447.233333333333,152.333333333333,227.466666666667,101.066666666667,69.3333333333334
0007CB0AD4,196.9,0,827.566666666666,167.033333333334,76.7,130.233333333333,180,201.4,55.1333333333333,179.366666666666
0007CB2ED2,575.433333333333,827.566666666666,0,393.8,92.1333333333333,836.233333333334,206.866666666667,961.766666666667,128.233333333333,173.7
0007CB321B,123.466666666667,167.033333333334,393.8,0,39.6666666666667,89.9333333333334,95.8,163.333333333334,77.2333333333333,59.5666666666666
0007CB39C9,51.7333333333333,76.7,92.1333333333333,39.6666666666667,0,41.3333333333334,23.2,68.6333333333333,39.2666666666667,30.3
0007CB464C,447.233333333333,130.233333333333,836.233333333334,89.9333333333334,41.3333333333334,0,255.833333333334,183.6,92.7000000000001,40.0666666666666
0007F2B770,152.333333333333,180,206.866666666667,95.8,23.2,255.833333333334,0,251.666666666667,151.233333333333,122.7
0007F2B957,227.466666666667,201.4,961.766666666667,163.333333333334,68.6333333333333,183.6,251.666666666667,0,83.7666666666666,54.5
0007F2BA9B,101.066666666667,55.1333333333333,128.233333333333,77.2333333333333,39.2666666666667,92.7000000000001,151.233333333333,83.7666666666666,0,25.1666666666667
0007F2CA05,69.3333333333334,179.366666666666,173.7,59.5666666666666,30.3,40.0666666666666,122.7,54.5,25.1666666666667,0
