ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,6.43646811995762,6.90890726656432,3.58350019311693,3.65507765206347,7.06905145316383,2.7153015195184,8.47738532537342,1.95044262560421,4.98720632234313
0007CB0AD4,6.87169211740062,0,8.37730461570686,4.79273903289696,6.77395616805261,3.96447092388013,4.39842209053148,3.49413900458053,6.02639810171319,6.3727849465012
0007CB2ED2,6.57728938492247,7.47557240524336,0,6.30971551251221,8.9028340366882,3.84678654506761,1.41553183710926,3.95880661817851,5.940297619877,3.8656450249248
0007CB321B,5.51692642649096,7.06667319463215,9.77732028313355,0,6.31763436433984,7.71403506708687,6.74396904425352,6.90261731586911,17.6470459435268,4.2966223836016
0007CB39C9,4.84963100235735,8.48959691219714,12.2961978586973,5.80250739926605,0,3.67685555658395,2.76557083043174,2.99663704919821,10.9128308370489,10.5163329864897
0007CB464C,7.10133810473501,3.73020272216854,4.05909380412038,4.78496333049503,2.78182139311231,0,6.5810871554172,12.0509250472298,1.22739598633682,3.73588489760634
0007F2B770,3.4974810576502,5.3410166322884,1.90111798166514,4.86606400008126,2.67142820606702,8.44319589423129,0,12.1909981399458,10.7804416045737,11.7977755519092
0007F2B957,7.71607187259135,2.98471243035385,3.78336908617696,4.24801689358878,1.86832370385997,10.9197430177209,8.7527324495702,0,1.0904350027099,1.89894122198423
0007F2BA9B,2.7232709101258,7.97934951516252,8.60571242692299,15.3728156930584,11.622198331808,1.83151278096813,11.8807662975251,1.63049275260245,0,9.4699391288484
0007F2CA05,7.80354473859348,9.56862781028956,6.21954618008318,3.54618753492408,13.1285836879356,5.82976104536661,15.1880160741371,3.12755193265684,11.1516819537652,0
