ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,109,229,50,31,185,72,169,66,106
0007CB0AD4,109,0,207,56,34,118,48,101,54,41
0007CB2ED2,229,207,0,72,62,148,63,223,84,83
0007CB321B,50,56,72,0,7,34,19,29,86,38
0007CB39C9,31,34,62,7,0,18,25,37,79,22
0007CB464C,185,118,148,34,18,0,100,108,41,69
0007F2B770,72,48,63,19,25,100,0,61,157,109
0007F2B957,169,101,223,29,37,108,61,0,42,57
0007F2BA9B,66,54,84,86,79,41,157,42,0,37
0007F2CA05,106,41,83,38,22,69,109,57,37,0
