ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,17.5835277823529,47.7270070866667,8.81769472647059,0,18.6244262482759,73.6089632,56.7928466333333,60.83572786,53.04797386
0007CB1E1F,17.5835277823529,0,34.2136319025641,65.329098575,49.4907256285714,53.5692885409091,43.16022685,70.9425418888889,52.3828423954545,0
0007CB2183,47.7270070866667,34.2136319025641,0,22.9046487333333,53.5961360083333,7.1389777826087,63.8279599666667,63.9989713142857,0,44.0009718555556
0007CB2277,8.81769472647059,65.329098575,22.9046487333333,0,0,17.3713587125,0,59.5689276,55.467100425,46.1294899333333
0007CB3D9B,0,49.4907256285714,53.5961360083333,0,0,57.16764976,8.88989090666667,41.5102967,30.8920116153846,17.35746625
0007CB3F5E,18.6244262482759,53.5692885409091,7.1389777826087,17.3713587125,57.16764976,0,20.1983585846154,57.5514254,41.91107051,42.5357394375
0007CB6BC3,73.6089632,43.16022685,63.8279599666667,0,8.88989090666667,20.1983585846154,0,13.8742168307692,44.4827510666667,26.1492463
0007F2945F,56.7928466333333,70.9425418888889,63.9989713142857,59.5689276,41.5102967,57.5514254,13.8742168307692,0,49.7301053,31.38204996
0007F2B8A6,60.83572786,52.3828423954545,0,55.467100425,30.8920116153846,41.91107051,44.4827510666667,49.7301053,0,36.6285901923077
0007F2E455,53.04797386,0,44.0009718555556,46.1294899333333,17.35746625,42.5357394375,26.1492463,31.38204996,36.6285901923077,0
