ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,13,0,14,2,4,0,2,3,1
0007CB1E1F,13,0,25,46,7,15,3,11,12,5
0007CB2183,0,25,0,3,4,8,0,9,14,3
0007CB2277,14,46,3,0,11,14,5,9,19,3
0007CB3D9B,2,7,4,11,0,14,22,10,21,26
0007CB3F5E,4,15,8,14,14,0,20,19,9,3
0007CB6BC3,0,3,0,5,22,20,0,17,4,13
0007F2945F,2,11,9,9,10,19,17,0,8,8
0007F2B8A6,3,12,14,19,21,9,4,8,0,15
0007F2E455,1,5,3,3,26,3,13,8,15,0
