ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,78,10.9333333333333,56.3,7.73333333333333,48.9666666666667,1.1,50.7,35.4333333333333,39.8666666666667
0007CB1E1F,78,0,36,0,20.5,16.7333333333333,11.8666666666667,100.933333333333,19.7,66.7
0007CB2183,10.9333333333333,36,0,0,18.3666666666667,87.0333333333333,0,36.2,8.86666666666667,22.8333333333333
0007CB2277,56.3,0,0,0,2.46666666666667,0,0,26.2666666666667,9.8,30.8
0007CB3D9B,7.73333333333333,20.5,18.3666666666667,2.46666666666667,0,25.1666666666667,31.2333333333333,38.9,176.066666666667,358.666666666667
0007CB3F5E,48.9666666666667,16.7333333333333,87.0333333333333,0,25.1666666666667,0,6.66666666666667,55.6333333333333,23.6666666666667,28.6
0007CB6BC3,1.1,11.8666666666667,0,0,31.2333333333333,6.66666666666667,0,133.133333333333,11,18.4
0007F2945F,50.7,100.933333333333,36.2,26.2666666666667,38.9,55.6333333333333,133.133333333333,0,65.8333333333333,212.2
0007F2B8A6,35.4333333333333,19.7,8.86666666666667,9.8,176.066666666667,23.6666666666667,11,65.8333333333333,0,80.2666666666667
0007F2E455,39.8666666666667,66.7,22.8333333333333,30.8,358.666666666667,28.6,18.4,212.2,80.2666666666667,0
