ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,1,0,0.666666666666667,0,0.6,0,0,0,0
0007CB1E1F,0,0,0,0.692307692307692,0.75,0.5,0,0,0,1
0007CB2183,0,0,0,0,0,0,0,0,0,0
0007CB2277,0.333333333333333,0.307692307692308,0,0,0,0.368421052631579,0,0,0,0.2
0007CB3D9B,0,0.25,0,0,0,1,1,0.5,0,1
0007CB3F5E,0.4,0.5,0,0.631578947368421,0,0,0.5,0,0,1
0007CB6BC3,0,0,0,1,0,0.5,0,1,0,0
0007F2945F,0,0,0,1,0.5,0,0,0,0,1
0007F2B8A6,0,0,0,0,0,1,0,0,0,0.75
0007F2E455,0,0,0,0.8,0,0,0,0,0.25,0
