ID,0007CB64B4,0007CB7051,0007CD5116,0007CD765E,0007CD86B3,0007CDAD6B,0007CDADED,0007CDC395,0007CDC443,0007CDE4F0
0007CB64B4,0,2.32638888888889,1.24,0,3.10126582278481,0,2.6,5.45444444444444,3.69753086419753,2.94444444444444
0007CB7051,2.32638888888889,0,0,1.18333333333333,1.99555555555556,0,1.93725490196078,3.52280701754386,1.54782608695652,1.9156862745098
0007CD5116,1.24,0,0,1.46,0,0,7.83333333333333,0,0,5.06781609195402
0007CD765E,0,1.18333333333333,1.46,0,0,0,6.33846153846154,0,2.74666666666667,11.1133333333333
0007CD86B3,3.10126582278481,1.99555555555556,0,0,0,0,2.46833333333333,2.56133333333333,2.25833333333333,2.48666666666667
0007CDAD6B,0,0,0,0,0,0,0,0,0,0
0007CDADED,2.6,1.93725490196078,7.83333333333333,6.33846153846154,2.46833333333333,0,0,5.60573476702509,2.49285714285714,2.59347826086957
0007CDC395,5.45444444444444,3.52280701754386,0,0,2.56133333333333,0,5.60573476702509,0,4.9320987654321,4.91505376344086
0007CDC443,3.69753086419753,1.54782608695652,0,2.74666666666667,2.25833333333333,0,2.49285714285714,4.9320987654321,0,2.38333333333333
0007CDE4F0,2.94444444444444,1.9156862745098,5.06781609195402,11.1133333333333,2.48666666666667,0,2.59347826086957,4.91505376344086,2.38333333333333,0
