ID,0007CB64B4,0007CB7051,0007CD5116,0007CD765E,0007CD86B3,0007CDAD6B,0007CDADED,0007CDC395,0007CDC443,0007CDE4F0
0007CB64B4,0,1.57270641529059,2.18399392088867,0,1.21792155999661,0,1.80875223443758,0.649056583265014,0.343856651658891,1.66722186096275
0007CB7051,1.57270641529059,0,0,0,0.802176948103243,0,1.18785964787109,2.11727037888067,0,0.249572724076643
0007CD5116,2.18399392088867,0,0,0,1.30420611847965,0,0,0.582062009549023,0,1.576637618784
0007CD765E,0,0,0,0,0,0,0,0,0,0
0007CD86B3,1.21792155999661,0.802176948103243,1.30420611847965,0,0,0,0.355829510957874,0.792472112731253,1.32227062180572,2.34723182506458
0007CDAD6B,0,0,0,0,0,0,0,0,0,0
0007CDADED,1.80875223443758,1.18785964787109,0,0,0.355829510957874,0,0,1.66251985887485,0,0.972753585346227
0007CDC395,0.649056583265014,2.11727037888067,0.582062009549023,0,0.792472112731253,0,1.66251985887485,0,3.33957881496407,0.562979120666891
0007CDC443,0.343856651658891,0,0,0,1.32227062180572,0,0,3.33957881496407,0,0.705045528613738
0007CDE4F0,1.66722186096275,0.249572724076643,1.576637618784,0,2.34723182506458,0,0.972753585346227,0.562979120666891,0.705045528613738,0
