ID,0007CB64B4,0007CB7051,0007CD5116,0007CD765E,0007CD86B3,0007CDAD6B,0007CDADED,0007CDC395,0007CDC443,0007CDE4F0
0007CB64B4,0,0.423816008473294,1.3656050955414,0,0.576217708538749,0.592105263157895,0.152181884855152,0.496223900488671,0.189482470784641,0.110185625892432
0007CB7051,0.238728372965141,0,0,0,0.159238808913429,0.456140350877193,0.116244957829117,0.293647267880941,0.410127991096271,0.158971918134222
0007CD5116,0.091366231995227,0,0,0,0,0,0,0,0,0
0007CD765E,0,0,0,0,0,0.131578947368421,0,0,0.0801335559265442,0.00737743931461205
0007CD86B3,0.498082331884429,0.244363746406415,0,0,0,0,0.0513384671800514,0.195468680586405,0.161936560934891,0.540932889100427
0007CDAD6B,0.0230120173868576,0.0314722348312906,0,0.118811881188119,0,0,0,0,0,0
0007CDADED,0.0353703230205403,0.0479648963534576,0,0,0.0138039834352199,0,0,0.126610395379831,0.134390651085142,0.38219895287958
0007CDC395,0.19040313645274,0.200030261764261,0,0,0.0867678958785248,0,0.209020902090209,0,0.171675013912076,0.0292717753450737
0007CDC443,0.0580414216312963,0.223029202602512,0,0.570297029702971,0.0573851311378426,0,0.177117711771177,0.13705019991115,0,0.123750594954783
0007CDE4F0,0.0394613483337594,0.101074292631261,0,0.0613861386138613,0.224117531058963,0,0.588925559222589,0.0273211905819635,0.144685587089594,0
