ID,0007CB64B4,0007CB7051,0007CD5116,0007CD765E,0007CD86B3,0007CDAD6B,0007CDADED,0007CDC395,0007CDC443,0007CDE4F0
0007CB64B4,0,26.1083852534247,2.18756394444444,0,54.8572177336538,52.2043744142857,52.0110254928571,40.9331343137931,42.0394854666667,50.3371223102564
0007CB7051,26.1083852534247,0,0,0,57.3691504,51.73534565,68.6342996,26.4092819645161,27.6517552214286,58.1185029833333
0007CD5116,2.18756394444444,0,0,1.3323659,55.554987,0,0,73.7457049,0,0
0007CD765E,0,0,1.3323659,0,0,0,0,0,2.22929024615385,0
0007CD86B3,54.8572177336538,57.3691504,55.554987,0,0,70.35728355,60.3606562214286,52.0074743807692,64.92200935,39.1601929222222
0007CDAD6B,52.2043744142857,51.73534565,0,0,70.35728355,0,0,68.6632336,0,0
0007CDADED,52.0110254928571,68.6342996,0,0,60.3606562214286,0,0,20.7395337181818,68.976583,1.08466575357143
0007CDC395,40.9331343137931,26.4092819645161,73.7457049,0,52.0074743807692,68.6632336,20.7395337181818,0,15.82404952,58.1537997333333
0007CDC443,42.0394854666667,27.6517552214286,0,2.22929024615385,64.92200935,0,68.976583,15.82404952,0,0
0007CDE4F0,50.3371223102564,58.1185029833333,0,0,39.1601929222222,0,1.08466575357143,58.1537997333333,0,0
