ID,0007CB64B4,0007CB7051,0007CD5116,0007CD765E,0007CD86B3,0007CDAD6B,0007CDADED,0007CDC395,0007CDC443,0007CDE4F0
0007CB64B4,0,124,40,0,174,22,17,82,23,30
0007CB7051,124,0,3,16,79,19,33,90,72,49
0007CD5116,40,3,0,9,6,0,5,2,0,7
0007CD765E,0,16,9,0,0,1,6,0,34,4
0007CD86B3,174,79,6,0,0,7,24,43,18,117
0007CDAD6B,22,19,0,1,7,0,4,5,9,2
0007CDADED,17,33,5,6,24,4,0,43,13,79
0007CDC395,82,90,2,0,43,5,43,0,51,18
0007CDC443,23,72,0,34,18,9,13,51,0,13
0007CDE4F0,30,49,7,4,117,2,79,18,13,0
