ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,31,16,21,28,24,45,45,29,13
0007CB0B74,33,0,56,12,32,45,31,27,23,9
0007CB0DBC,27,36,0,23,22,43,51,34,68,18
0007CB2407,17,13,34,0,15,17,23,19,21,9
0007F2B3FF,59,25,34,12,0,56,44,48,60,30
0007F2B59E,53,52,68,15,35,0,69,46,84,37
0007F2B8A2,47,38,48,31,48,64,0,71,64,17
0007F2B9FC,37,21,32,10,16,53,63,0,22,34
0007F2E37E,33,37,43,8,51,65,38,25,0,20
0007F2ED4,22,26,18,22,23,38,35,31,32,0
