ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,52.4,31.1666666666666,54.1333333333333,7.6,55.8666666666666,38,6.5,47.4333333333334,15.2333333333334
0007CB0B74,52.4,0,60.9666666666667,14.3,13.9,63.8666666666667,23.0333333333333,17.3666666666667,36.0333333333333,24.8333333333333
0007CB0DBC,31.1666666666666,60.9666666666667,0,75.9666666666667,19.9333333333333,186.7,134.833333333333,37.7,192.066666666667,39.3
0007CB2407,54.1333333333333,14.3,75.9666666666667,0,30.1,40.6,36.2333333333333,19.5,52.6333333333334,87.6333333333333
0007F2B3FF,7.6,13.9,19.9333333333333,30.1,0,31.3,43.7,26.9,85.1,32.4666666666666
0007F2B59E,55.8666666666666,63.8666666666667,186.7,40.6,31.3,0,195.6,50.1666666666666,185.933333333334,73.2333333333333
0007F2B8A2,38,23.0333333333333,134.833333333333,36.2333333333333,43.7,195.6,0,70.8333333333333,175.3,116.6
0007F2B9FC,6.5,17.3666666666667,37.7,19.5,26.9,50.1666666666666,70.8333333333333,0,39.3,75.9333333333334
0007F2E37E,47.4333333333334,36.0333333333333,192.066666666667,52.6333333333334,85.1,185.933333333334,175.3,39.3,0,76.8666666666667
0007F2ED4,15.2333333333334,24.8333333333333,39.3,87.6333333333333,32.4666666666666,73.2333333333333,116.6,75.9333333333334,76.8666666666667,0
