ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,109,81,67,118,133,139,123,102,68
0007CB0B74,109,0,144,39,115,153,117,67,105,56
0007CB0DBC,81,144,0,77,80,191,137,107,209,68
0007CB2407,67,39,77,0,39,54,80,57,45,55
0007F2B3FF,118,115,80,39,0,140,154,105,236,86
0007F2B59E,133,153,191,54,140,0,224,187,242,147
0007F2B8A2,139,117,137,80,154,224,0,289,162,95
0007F2B9FC,123,67,107,57,105,187,289,0,85,169
0007F2E37E,102,105,209,45,236,242,162,85,0,96
0007F2ED4,68,56,68,55,86,147,95,169,96,0
