ID,0007CB0942,0007CD38E5,0007CD81D3,0007CD86B3,0007CDC395,0007CDC91B,0007CDDBAF,0007CE0327
0007CB0942,0,27,27,51,7,13,13,34
0007CD38E5,27,0,462,617,61,153,152,160
0007CD81D3,27,462,0,697,67,121,202,217
0007CD86B3,51,617,697,0,93,190,276,247
0007CDC395,7,61,67,93,0,34,31,30
0007CDC91B,13,153,121,190,34,0,68,48
0007CDDBAF,13,152,202,276,31,68,0,59
0007CE0327,34,160,217,247,30,48,59,0
