ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,79,51,14,110,97,80,21,92,29
0007CB2224,79,0,98,36,179,138,317,11,108,101
0007CB3491,51,98,0,20,80,53,64,20,44,8
0007CB4837,14,36,20,0,14,13,17,13,10,6
0007CD72E3,110,179,80,14,0,130,159,54,112,34
0007CD77C5,97,138,53,13,130,0,109,28,454,22
0007CDE223,80,317,64,17,159,109,0,42,86,79
0007CDEC0B,21,11,20,13,54,28,42,0,7,16
0007CDEEE2,92,108,44,10,112,454,86,7,0,47
0007CE0327,29,101,8,6,34,22,79,16,47,0
