ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,128,79,17,88,127,68,9,90,16
0007CB2224,128,0,277,57,231,196,488,29,167,114
0007CB3491,79,277,0,18,108,107,122,13,60,19
0007CB4837,17,57,18,0,34,23,60,15,16,2
0007CD72E3,88,231,108,34,0,168,191,69,122,57
0007CD77C5,127,196,107,23,168,0,245,42,640,71
0007CDE223,68,488,122,60,191,245,0,49,149,96
0007CDEC0B,9,29,13,15,69,42,49,0,10,7
0007CDEEE2,90,167,60,16,122,640,149,10,0,54
0007CE0327,16,114,19,2,57,71,96,7,54,0
