ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,126,72,17,49,97,105,22,72,43
0007CB2224,126,0,115,24,106,132,397,28,95,185
0007CB3491,72,115,0,10,62,75,75,15,34,29
0007CB4837,17,24,10,0,18,21,34,15,13,13
0007CD72E3,49,106,62,18,0,117,126,23,49,47
0007CD77C5,97,132,75,21,117,0,143,34,624,80
0007CDE223,105,397,75,34,126,143,0,42,66,129
0007CDEC0B,22,28,15,15,23,34,42,0,15,25
0007CDEEE2,72,95,34,13,49,624,66,15,0,59
0007CE0327,43,185,29,13,47,80,129,25,59,0
