ID,0007ABF555,0007ACA781,0007CB2224,0007CD38E5,0007CD72E3,0007CD7FB2,0007CD81D3,0007CDEAA7,0007CDEEE2,0007CE0327
0007ABF555,0,66,0,91,37,120,19,38,11,14
0007ACA781,66,0,0,33,44,23,40,34,66,59
0007CB2224,0,0,0,6,86,8,22,7,4,98
0007CD38E5,91,33,6,0,125,82,76,30,15,22
0007CD72E3,37,44,86,125,0,78,114,94,41,70
0007CD7FB2,120,23,8,82,78,0,18,51,18,32
0007CD81D3,19,40,22,76,114,18,0,14,14,99
0007CDEAA7,38,34,7,30,94,51,14,0,13,9
0007CDEEE2,11,66,4,15,41,18,14,13,0,23
0007CE0327,14,59,98,22,70,32,99,9,23,0
