Mouse_RFID,Group_ID,mutant,Timestamp_base1,RC,authority,hub,eigenvector_centrality,constraint,pagerank,incloseness,outcloseness,normed instrength,normed outstrength,instrength,outstrength,out persistance,in persistance,indegree,outdegree,degree,transitivity,summed cocitation,summed bibcoupling,summed common neighbors,summed insubcomponent,summed outsubcomponent,summed injaccard,summed outjaccard,summed jaccard
0007F2B3FF,15,False,7,False,0.11669844421080995,0.3957588631408123,0.17533200419402437,0.3958903979882586,0.043864391134798675,0.391304347826087,0.6,0.0,0.26666666666666666,8.0,21.0,1.0,1.0,4,6,10,0.6428571428571429,20,23,43,45,45,6.922222222222222,4.588888888888889,4.588888888888889
0007F2B59E,15,False,7,False,1.0,0.29394481735584505,1.0,0.47574217169675165,0.18747062747971846,0.2727272727272727,0.5,1.0,0.4,61.0,27.0,1.0,2.0,7,5,12,0.7142857142857143,30,22,52,45,45,6.675,5.170634920634921,5.170634920634921
0007F2B8A2,15,True,7,False,0.14046707312082865,0.1570452832627906,0.23173677158927208,0.4008238205801585,0.05840058453254458,0.34615384615384615,0.6,0.05660377358490566,0.0,11.0,9.0,2.0,2.0,5,3,8,0.9,24,16,40,45,45,5.758333333333334,4.25515873015873,4.25515873015873
0007F2B9FC,15,False,7,False,0.5605810303052108,0.4522589022367856,0.6562005672853441,0.48258357875891345,0.12694017193921248,0.3103448275862069,0.24324324324324326,0.5471698113207547,0.4,37.0,27.0,2.0,1.0,6,6,12,0.8,27,25,52,45,45,6.325,5.263888888888889,5.263888888888889
0007F2E37E,15,False,7,True,0.5671902271378378,0.18955621614690946,0.6030837223020982,0.4802235247102278,0.11400673064080404,0.3103448275862069,0.42857142857142855,0.4716981132075472,0.08888888888888889,33.0,13.0,3.0,2.0,5,5,10,0.7619047619047619,25,25,50,45,45,6.8500000000000005,5.384920634920634,5.384920634920634
0007F2E3D4,15,False,7,True,0.21782570047160582,0.9415519654905488,0.5124061321212181,0.4576938221229062,0.13093417019679557,0.375,0.391304347826087,0.33962264150943394,1.0,26.0,54.0,1.0,1.0,5,5,10,0.7333333333333333,22,25,47,45,45,6.116666666666667,5.353571428571429,5.353571428571429
0007CA3B1C,16,False,7,False,0.17078563451075035,0.14518713540763928,0.21525515275740528,0.4462065667584851,0.053593864565084234,0.25,0.2571428571428571,0.07380073800738007,0.0,52.0,30.0,2.0,1.0,3,2,5,0.5,11,7,18,45,45,4.257539682539683,2.6873015873015875,2.6873015873015875
0007CB1E1F,16,False,7,False,0.08940830521142035,0.4000697004429812,0.12468722466114182,0.4255083663149833,0.0438900407910613,0.2647058823529412,0.17647058823529413,0.0,0.25943396226415094,32.0,85.0,1.0,2.0,3,5,8,0.5,8,17,25,45,45,4.68531746031746,3.8833333333333337,3.8833333333333337
0007CB2183,16,True,7,False,0.33891168786098774,0.594108136335853,0.45337831719474553,0.4919913323988472,0.09211358620988547,0.15254237288135594,0.14516129032258066,0.23247232472324722,0.330188679245283,95.0,100.0,2.0,2.0,4,5,9,0.5,17,20,37,45,45,4.886111111111111,4.375,4.375
0007CB2277,16,True,7,False,0.5442508158587781,1.0,0.7490676178240647,0.5057506895701664,0.16772954288188238,0.09782608695652174,0.13432835820895522,0.5756457564575646,0.7075471698113207,188.0,180.0,1.0,1.0,7,7,14,0.6666666666666666,27,28,55,45,45,6.438888888888889,5.875,5.875
0007CB3D9B,16,False,7,False,0.388766867075499,0.7524010410279425,0.5091947581950743,0.5029903769013162,0.10216270205466016,0.225,0.16071428571428573,0.2878228782287823,0.4858490566037736,110.0,133.0,1.0,1.0,6,6,12,0.7333333333333333,24,26,50,45,45,6.074999999999999,5.671031746031746,5.671031746031746
0007CB3F5E,16,False,7,False,0.3679494451549143,0.37666223196115756,0.4257271153508074,0.5632456760699667,0.09545993580223638,0.17647058823529413,0.2,0.2878228782287823,0.23113207547169812,110.0,79.0,1.0,1.0,5,4,9,0.5333333333333333,22,16,38,45,45,5.336111111111112,4.071428571428571,4.071428571428571
0007CB6BC3,16,False,7,False,0.21870567936498073,0.34859129367530284,0.28823038901644854,0.4849863288683549,0.06562181876701995,0.20930232558139536,0.25,0.11808118081180811,0.1792452830188679,64.0,68.0,1.0,2.0,6,4,10,0.5714285714285714,24,17,41,45,45,6.0,4.428571428571429,4.428571428571429
0007F2945F,16,False,7,False,0.20324875832612763,0.417905985769867,0.2500817289688946,0.4937279022246686,0.057128364322069115,0.21428571428571427,0.225,0.09225092250922509,0.1509433962264151,57.0,62.0,3.0,1.0,4,5,9,0.6666666666666667,19,24,43,45,45,5.866666666666666,5.291269841269841,5.291269841269841
0007F2B8A6,16,True,7,False,0.29881576952457733,0.7723555006941317,0.40917454255938607,0.4689730854018214,0.0834452769261479,0.19148936170212766,0.24324324324324326,0.1992619926199262,0.41509433962264153,86.0,118.0,1.0,2.0,5,5,10,0.5333333333333333,23,20,43,45,45,5.372222222222222,4.650396825396825,4.650396825396825
0007F2E455,16,True,7,False,0.9999999999999999,0.8337283025323828,1.0,0.5002102333559435,0.23885486767995306,0.10227272727272728,0.08737864077669903,1.0,1.0,303.0,242.0,1.0,1.0,5,5,10,0.7333333333333333,23,23,46,45,45,5.969444444444444,5.164285714285715,5.164285714285715
0007CB0CDD,17,False,7,False,0.234879428886292,0.8155117407069429,0.31072480375881134,0.42101409476129426,0.07573364871145201,0.45,0.4090909090909091,0.2916666666666667,1.0,10.0,27.0,5.0,7.0,4,8,12,0.8214285714285714,17,35,52,45,45,7.8999999999999995,6.055555555555555,6.055555555555555
0007CB0F67,17,False,7,False,0.5747186477072415,1.0,0.9552038379213426,0.4079510315937437,0.17577192908242772,0.375,0.5294117647058824,0.9583333333333334,0.96,26.0,26.0,4.0,4.0,8,6,14,0.6666666666666666,33,21,54,45,45,7.6000000000000005,4.85,4.85
0007CB48B4,17,False,7,False,0.6472080966445348,0.4355724082632886,0.8818358468769779,0.4163129230996952,0.13685791470880915,0.375,0.5625,0.875,0.64,24.0,18.0,4.0,6.0,6,7,13,0.7142857142857143,26,27,53,45,45,7.288888888888889,5.316666666666666,5.316666666666666
0007CB6DFA,17,True,7,False,0.10274752915443187,0.2643735925070885,0.14783530867761052,0.3848539963867778,0.03192675425162739,0.42857142857142855,0.5294117647058824,0.0,0.24,3.0,8.0,5.0,7.0,2,2,4,1.0,11,12,23,45,45,3.102777777777778,3.1162698412698413,3.1162698412698413
0007F29741,17,False,7,False,0.8925236714243069,0.6689680873037703,0.8939733739866293,0.4048796830167253,0.14430395815266625,0.2647058823529412,0.5,1.0,0.96,27.0,26.0,6.0,4.0,5,7,12,0.8571428571428572,27,30,57,45,45,7.361111111111112,5.669444444444445,5.669444444444445
0007F2B88A,17,False,7,False,0.14360226098028325,0.14754111618483237,0.22378027278834875,0.38963472574350216,0.05232464042749842,0.6428571428571429,0.375,0.125,0.12,6.0,5.0,5.0,5.0,4,2,6,1.0,21,11,32,45,45,5.947222222222223,3.3059523809523808,3.3059523809523808
0007F2C687,17,False,7,False,1.0,0.2947577910045812,1.0,0.4123802110543188,0.14785613875864237,0.6428571428571429,0.42857142857142855,0.9583333333333334,0.44,26.0,13.0,4.0,1.0,5,4,9,0.8571428571428572,29,19,48,45,45,7.361111111111112,4.523809523809524,4.523809523809524
0007F2EEFA,17,False,7,False,0.3443002440446681,0.5150590799863792,0.397869610652121,0.3846304207966933,0.08773902700933868,0.6,0.42857142857142855,0.375,0.72,12.0,20.0,6.0,5.0,5,5,10,0.9333333333333333,25,23,48,45,45,6.811111111111111,4.940476190476191,4.940476190476191
0007F2F26A,17,False,7,False,0.5331064273809719,0.35229870821768183,0.5314029980820606,0.38902967015156187,0.10106627843358701,0.5294117647058824,0.5625,0.625,0.4,18.0,12.0,5.0,4.0,5,6,11,0.8214285714285714,23,27,50,45,45,7.8999999999999995,5.448412698412698,5.448412698412698
0007F2F283,17,True,7,False,0.14149254498596278,0.026574039906397,0.19916084227950326,0.3883087352813318,0.046419710463951026,0.6428571428571429,0.36,0.08333333333333333,0.0,5.0,2.0,3.0,4.0,5,2,7,0.9333333333333333,26,7,33,45,45,6.811111111111111,2.720238095238095,2.720238095238095
0007AC2B02,1,False,8,True,0.8898722517678502,0.6255898481329148,0.9041505375154171,0.44978282926391605,0.1623201278890453,0.16981132075471697,0.21428571428571427,0.9850746268656716,0.6582278481012658,92.0,76.0,7.0,5.0,9,8,17,0.6944444444444444,39,35,74,45,45,7.800000000000001,6.488888888888889,6.488888888888889
0007CB0942,1,False,8,False,0.49849520528871477,0.4298080813176953,0.5448623642238734,0.3949477365367241,0.09600542871637746,0.375,0.2647058823529412,0.34328358208955223,0.20253164556962025,49.0,40.0,3.0,6.0,4,4,8,0.9,18,24,42,45,45,5.6000000000000005,5.061111111111111,5.061111111111111
0007CB44CE,1,False,8,False,0.46453283789934074,1.0,0.6717877203578212,0.443985156740007,0.12538562370906978,0.24324324324324326,0.13846153846153847,0.4626865671641791,1.0,57.0,103.0,4.0,7.0,8,8,16,0.6944444444444444,35,36,71,45,45,7.800000000000001,6.444444444444445,6.444444444444445
0007CB7051,1,False,8,False,0.6765981725805084,0.49690499570751456,0.6601468071230912,0.448622797161355,0.11416771896256517,0.2571428571428571,0.225,0.5522388059701493,0.4810126582278481,63.0,62.0,2.0,5.0,5,7,12,0.8095238095238094,25,35,60,45,45,7.086111111111111,6.15,6.15
0007CD6778,1,False,8,False,0.520252646886134,0.24371864102190324,0.5273499897516072,0.4056025404707733,0.08395907017272235,0.2727272727272727,0.34615384615384615,0.34328358208955223,0.0,49.0,24.0,3.0,6.0,5,4,9,0.8,28,22,50,45,45,6.369444444444444,4.856349206349207,4.856349206349207
0007CD765E,1,False,8,False,0.2603161363977947,0.18718214982746986,0.27671497186169386,0.4174127077031695,0.05340890359942121,0.25,0.3333333333333333,0.029850746268656716,0.012658227848101266,28.0,25.0,6.0,3.0,4,5,9,0.8666666666666666,21,27,48,45,45,6.447222222222223,5.233730158730159,5.233730158730159
0007CD77C5,1,True,8,True,1.0,0.4367487422213745,1.0,0.4227970396940486,0.162569208523371,0.24324324324324326,0.391304347826087,1.0,0.379746835443038,93.0,54.0,6.0,5.0,6,5,11,0.7142857142857143,31,26,57,45,45,6.716666666666667,5.526984126984127,5.526984126984127
0007CDADED,1,False,8,False,0.5293564147355236,0.33723089991305416,0.5063754987742021,0.4134577747966507,0.08226204427143194,0.2647058823529412,0.4090909090909091,0.3582089552238806,0.16455696202531644,50.0,37.0,3.0,4.0,5,5,10,0.7333333333333333,25,27,52,45,45,6.191666666666666,5.441666666666666,5.441666666666666
0007CDC443,1,False,8,False,0.23451593665064188,0.4635237956357525,0.2768927048401759,0.4464942312354364,0.05991767899653721,0.3,0.32142857142857145,0.0,0.4936708860759494,26.0,63.0,6.0,3.0,5,5,10,0.7619047619047619,28,23,51,45,45,6.919444444444445,4.747619047619048,4.747619047619048
0007CDDBAF,1,False,8,False,0.30691264445328265,0.5253867942563107,0.29893604300664206,0.45716581567483455,0.060004195159458554,0.3103448275862069,0.21951219512195122,0.1044776119402985,0.4050632911392405,33.0,56.0,7.0,3.0,5,5,10,0.8666666666666666,28,27,55,45,45,6.602777777777779,5.333333333333333,5.333333333333333
0007CB2224,2,False,8,False,0.08141930609300964,0.15083134313840896,0.11913523860506714,0.3814617212024629,0.03703261446591987,0.375,0.375,0.043010752688172046,0.04,11.0,15.0,6.0,7.0,2,3,5,1.0,7,14,21,45,45,4.003174603174603,3.7698412698412698,3.7698412698412698
0007CB3491,2,False,8,False,0.4231118632924936,0.4183416487753843,0.46541498388217517,0.4013693229777291,0.09093596760108913,0.42857142857142855,0.375,0.3978494623655914,0.41333333333333333,44.0,43.0,5.0,6.0,9,4,13,0.4722222222222222,28,13,41,45,45,6.2,4.607142857142857,4.607142857142857
0007CB4837,2,True,8,False,0.2995891999576101,0.341078091968107,0.34903733644913015,0.41078246787330935,0.06532862800809634,0.391304347826087,0.36,0.23655913978494625,0.2,29.0,27.0,3.0,4.0,2,4,6,0.7,8,18,26,45,45,5.217063492063492,4.2559523809523805,4.2559523809523805
0007CB6AB4,2,False,8,True,0.5297926533164934,1.0,0.7603720291622619,0.4297567799119568,0.14726514913720187,0.36,0.36,0.7419354838709677,1.0,76.0,87.0,7.0,7.0,5,6,11,0.5333333333333333,16,21,37,45,45,5.282539682539682,4.888888888888889,4.888888888888889
0007CD5116,2,False,8,False,0.05818728111595283,0.12260256203497122,0.0722879063975609,0.3241838695928026,0.02576575561218404,0.375,0.47368421052631576,0.0,0.0,7.0,12.0,6.0,6.0,2,2,4,1.0,7,10,17,45,45,3.986507936507937,3.3392857142857144,3.3392857142857144
0007CDE223,2,False,8,False,0.6787166866292252,0.6407865866159641,0.7508286478370944,0.4557169754728546,0.16376655705162832,0.23076923076923078,0.1956521739130435,0.7956989247311828,0.76,81.0,69.0,6.0,3.0,5,5,10,0.6666666666666667,16,19,35,45,45,5.5964285714285715,4.865079365079366,4.865079365079366
0007CDE4F0,2,False,8,False,0.12046002266829742,0.2353400310141212,0.11029005893265542,0.4748780821751079,0.03207417123181422,0.4090909090909091,0.34615384615384615,0.043010752688172046,0.17333333333333334,11.0,25.0,7.0,8.0,3,3,6,0.6666666666666666,9,13,22,45,45,4.430555555555555,3.9325396825396823,3.9325396825396823
0007CDEAA7,2,False,8,False,0.411806106419652,0.34257112495567127,0.5203303443213046,0.44102452542340154,0.09814987052556946,0.5,0.34615384615384615,0.40860215053763443,0.29333333333333333,45.0,34.0,7.0,5.0,3,4,7,0.7,11,20,31,45,45,5.266666666666667,4.821428571428571,4.821428571428571
0007CDEC0B,2,False,8,True,1.0,0.700487486658385,1.0,0.47600918638426026,0.18180183659046098,0.2727272727272727,0.3103448275862069,1.0,0.9466666666666667,100.0,83.0,4.0,4.0,5,5,10,0.8,19,21,40,45,45,5.6158730158730155,5.283730158730158,5.283730158730158
0007CDEEE2,2,False,8,True,0.5134771728455286,0.9768581195176108,0.6954145672785199,0.48365661576735675,0.1578794497760358,0.23076923076923078,0.375,0.7526881720430108,0.9866666666666667,77.0,86.0,3.0,4.0,5,5,10,0.7333333333333333,19,21,40,45,45,6.043253968253968,5.283730158730158,5.283730158730158
0006CB224,4,False,8,False,0.258814811070332,0.1670267585860486,0.27337295367184555,0.4016307034373333,0.06045038069505174,0.4090909090909091,0.375,0.19696969696969696,0.11538461538461539,20.0,12.0,,,4,2,6,0.6,16,8,24,45,45,5.033333333333333,2.799206349206349,2.799206349206349
0007ABF555,4,True,8,False,0.37946383549567714,0.40557621595342636,0.4044580719306283,0.3946463224029402,0.0864284846231713,0.4090909090909091,0.24324324324324326,0.3484848484848485,0.36538461538461536,30.0,25.0,,,6,3,9,0.5714285714285714,27,11,38,45,45,6.077777777777778,3.5873015873015874,3.5873015873015874
0007AC2B02,4,False,8,False,0.5608029781621541,1.0,0.7224895867512906,0.47118556226591485,0.13786350244487927,0.16071428571428573,0.391304347826087,0.6363636363636364,0.9038461538461539,49.0,53.0,,,6,8,14,0.6428571428571429,26,32,58,45,45,6.922222222222222,5.866666666666667,5.866666666666667
0007ACA781,4,False,8,True,0.6270942846983681,0.8638644788435048,0.7169842267309702,0.5184802540334947,0.1318970603215486,0.34615384615384615,0.1956521739130435,0.6363636363636364,0.8461538461538461,49.0,50.0,,,6,7,13,0.6785714285714286,29,30,59,45,45,7.088888888888889,5.833333333333332,5.833333333333332
0007CB7051,4,False,8,True,1.0,0.6885443486575451,1.0,0.4687236686007344,0.1839815075409602,0.3333333333333333,0.2727272727272727,1.0,0.8461538461538461,73.0,50.0,,,7,7,14,0.6190476190476191,31,26,57,45,45,6.266666666666667,5.311111111111111,5.311111111111111
0007CD6778,4,False,8,False,0.23458008085904578,0.48757624577005276,0.2705060371896019,0.44567649592703523,0.06665899902705472,0.391304347826087,0.391304347826087,0.18181818181818182,0.38461538461538464,19.0,26.0,,,5,5,10,0.6,20,23,43,45,45,5.722222222222221,4.896825396825397,4.896825396825397
0007CD765E,4,False,8,False,0.10153322773222791,0.10974541643880761,0.14355608856473073,0.48775998004684007,0.034143797819095524,0.16071428571428573,0.3103448275862069,0.0,0.0,7.0,6.0,,,2,3,5,0.6666666666666666,13,15,28,45,45,4.6305555555555555,3.4658730158730156,3.4658730158730156
0007CDADED,4,False,8,False,0.23620064580388406,0.4123440430878966,0.2993367267819061,0.4157354553759554,0.06489042965089438,0.47368421052631576,0.3333333333333333,0.18181818181818182,0.36538461538461536,19.0,25.0,,,4,5,9,0.7,21,24,45,45,45,5.511111111111111,5.0249999999999995,5.0249999999999995
0007CDC443,4,False,8,False,0.4620532979049194,0.7985171092571851,0.5410697485376059,0.4639237666706535,0.09474044744736214,0.45,0.2647058823529412,0.3939393939393939,0.75,33.0,45.0,,,5,5,10,0.7333333333333333,24,25,49,45,45,6.252777777777778,5.311507936507937,5.311507936507937
0007CDEAA7,4,False,8,False,0.6139713952499918,0.8834827407391304,0.7023155074598145,0.5299601402344346,0.13894539042998222,0.2727272727272727,0.32142857142857145,0.6666666666666666,1.0,51.0,58.0,,,5,5,10,0.8,27,24,51,45,45,6.416666666666667,5.150793650793651,5.150793650793651
0007CB0942,5,False,8,False,0.28263273636750463,0.3216486826793016,0.308862276438384,0.47695816519607875,0.06264096997295514,0.2647058823529412,0.225,0.20625,0.2781456953642384,51.0,59.0,4.0,4.0,4,7,11,0.6071428571428571,19,30,49,45,45,6.744444444444444,5.275,5.275
0007CB2224,5,False,8,False,0.7462606377115345,1.0,0.9198873226994014,0.48154020802744985,0.1770842948808609,0.11392405063291139,0.15254237288135594,0.91875,1.0,165.0,168.0,6.0,3.0,8,8,16,0.6388888888888888,33,33,66,45,45,7.3999999999999995,6.111111111111111,6.111111111111111
0007CB3491,5,False,8,False,0.21845710647862515,0.2934958705651771,0.23230510070890362,0.42794431075091915,0.04938754429462196,0.3333333333333333,0.3103448275862069,0.11875,0.1986754966887417,37.0,47.0,3.0,5.0,3,4,7,0.8,16,21,37,45,45,5.709126984126984,4.367460317460318,4.367460317460318
0007CB4837,5,True,8,False,0.22212508067074407,0.14520399540147336,0.24590276588071433,0.412985812057674,0.04909109474427675,0.2903225806451613,0.375,0.125,0.046357615894039736,38.0,24.0,5.0,1.0,2,2,4,1.0,13,11,24,45,45,4.1119047619047615,2.892857142857143,2.892857142857143
0007CD72E3,5,False,8,False,0.4873099829695151,0.8411784101690837,0.5974517689166532,0.4978937416525777,0.12067750842001916,0.19148936170212766,0.10344827586206896,0.53125,0.8609271523178808,103.0,147.0,7.0,6.0,7,7,14,0.8095238095238094,33,34,67,45,45,7.183333333333334,6.536111111111111,6.536111111111111
0007CD77C5,5,True,8,False,0.6282412231563258,0.7147315261415571,0.7485814167647401,0.5323362386001226,0.14588448906148851,0.20930232558139536,0.1956521739130435,0.71875,0.7748344370860927,133.0,134.0,4.0,7.0,7,6,13,0.8095238095238094,34,30,64,45,45,7.183333333333334,6.3242063492063485,6.3242063492063485
0007CDE223,5,False,8,True,1.0,0.7443263367335962,1.0,0.5319235161452381,0.18169083380169032,0.140625,0.21428571428571427,1.0,0.8741721854304636,178.0,149.0,5.0,4.0,7,5,12,0.7142857142857143,32,27,59,45,45,6.633333333333334,5.977380952380953,5.977380952380953
0007CDEC0B,5,False,8,False,0.09445548331388488,0.10195512962332347,0.0878123501409592,0.4134524626543885,0.031179908177512358,0.34615384615384615,0.21428571428571427,0.0,0.0,18.0,17.0,3.0,5.0,5,4,9,0.6666666666666666,23,20,43,45,45,6.5777777777777775,4.474206349206349,4.474206349206349
0007CDEEE2,5,False,8,False,0.6518523188684271,0.59757825469784,0.7314667954345799,0.5550242638464822,0.1258380309418264,0.2,0.3333333333333333,0.6375,0.5894039735099338,120.0,106.0,5.0,7.0,5,5,10,0.9,28,28,56,45,45,5.919444444444444,5.813492063492064,5.813492063492064
0007CE0327,5,False,8,False,0.24527178504427397,0.22314173320326897,0.29214671111555995,0.5090140901426571,0.05652532570474857,0.2647058823529412,0.2647058823529412,0.1625,0.12582781456953643,44.0,36.0,1.0,1.0,5,5,10,0.8,25,28,53,45,45,6.438888888888888,5.810714285714286,5.810714285714286
0007ABF555,7,True,8,False,0.1668159379931773,0.12793368821792217,0.16637622743548144,0.41970761702390613,0.05677882361302843,0.2571428571428571,0.32142857142857145,0.16891891891891891,0.027522935779816515,38.0,30.0,6.0,7.0,4,3,7,0.5,12,11,23,45,45,4.7,3.359126984126984,3.359126984126984
0007ACA781,7,False,8,False,0.2736121304251518,0.3340777891926294,0.36001297521861086,0.41491125727118416,0.10953319419439543,0.23684210526315788,0.2647058823529412,0.39864864864864863,0.28440366972477066,72.0,58.0,6.0,3.0,7,6,13,0.5,28,23,51,45,45,6.166666666666667,5.269444444444445,5.269444444444445
0007CB2224,7,False,8,False,0.07010805250255642,0.10737070310570523,0.06527102342565362,0.36252398482670534,0.02877138167384631,0.36,0.21951219512195122,0.0,0.05504587155963303,13.0,33.0,4.0,3.0,1,2,3,0.6666666666666666,5,7,12,45,45,3.850793650793651,2.371825396825397,2.371825396825397
0007CD38E5,7,False,8,True,0.3857812602867146,1.0,0.7694370508044742,0.5009626978742844,0.1944586001487286,0.18,0.20454545454545456,0.722972972972973,1.0,120.0,136.0,3.0,4.0,7,7,14,0.7142857142857143,29,29,58,45,45,6.636111111111111,6.030555555555555,6.030555555555555
0007CD72E3,7,False,8,True,0.3450433288085901,0.43925424283081793,0.4731432616686673,0.44864859607144175,0.12371985511165763,0.24324324324324326,0.2571428571428571,0.4797297297297297,0.47706422018348627,84.0,79.0,4.0,4.0,6,6,12,0.7142857142857143,27,26,53,45,45,6.636111111111111,5.652777777777778,5.652777777777778
0007CD7FB2,7,True,8,False,0.09684144097988005,0.10123888616238222,0.10916345689328245,0.3848466112723117,0.038132034570936627,0.32142857142857145,0.32142857142857145,0.04054054054054054,0.0,19.0,27.0,5.0,4.0,3,4,7,0.7,13,19,32,45,45,5.5396825396825395,4.311111111111111,4.311111111111111
0007CD81D3,7,False,8,True,1.0,0.31327033552831557,1.0,0.5088858046849472,0.19908349155934968,0.2647058823529412,0.2727272727272727,1.0,0.48623853211009177,161.0,80.0,5.0,3.0,6,5,11,0.8,28,25,53,45,45,6.298809523809523,5.825396825396825,5.825396825396825
0007CDEAA7,7,False,8,False,0.1562387446276501,0.21439739993931314,0.18700900888264038,0.4280576689077897,0.056852323968266734,0.4090909090909091,0.25,0.12837837837837837,0.1743119266055046,32.0,46.0,4.0,4.0,4,5,9,0.7,18,25,43,45,45,5.386111111111111,5.234126984126984,5.234126984126984
0007CDEEE2,7,False,8,False,0.3293381109307242,0.3775677006835129,0.4235113223813712,0.4259072935539762,0.10514686265879798,0.23076923076923078,0.2903225806451613,0.3918918918918919,0.3486238532110092,71.0,65.0,4.0,4.0,5,5,10,0.9,24,26,50,45,45,5.862698412698412,5.825396825396825,5.825396825396825
0007CE0327,7,False,8,False,0.15294280104260186,0.7504420819992597,0.332777828581661,0.4267263342135805,0.0875234325009926,0.1956521739130435,0.20454545454545456,0.24324324324324326,0.7155963302752294,49.0,105.0,3.0,8.0,5,5,10,0.4761904761904762,18,23,41,45,45,5.644444444444444,5.14484126984127,5.14484126984127
0007CA3A3A,8,False,8,False,0.33206648935295363,0.5924848973696407,0.3702931145145582,0.481897349357474,0.07249163775550359,0.2,0.16981132075471697,0.2976190476190476,0.5333333333333333,84.0,120.0,4.0,5.0,2,5,7,0.6,9,18,27,45,45,5.023809523809524,3.9682539682539684,3.9682539682539684
0007CB0942,8,False,8,False,0.17645310655831184,0.3450385728355474,0.1855417811482371,0.4319867663548761,0.048360792918059836,0.17647058823529413,0.21951219512195122,0.15873015873015872,0.29743589743589743,49.0,74.0,5.0,3.0,3,3,6,0.4,8,7,15,45,45,4.371428571428571,2.9952380952380953,2.9952380952380953
0007CB30A6,8,False,8,False,0.14155451287024318,0.2216789070262743,0.1361573118509637,0.4013171687531321,0.0410247471797682,0.2647058823529412,0.20454545454545456,0.12301587301587301,0.1641025641025641,40.0,48.0,7.0,4.0,2,1,3,1.0,3,2,5,45,45,2.6968253968253966,2.0357142857142856,2.0357142857142856
0007CB486D,8,True,8,False,0.937689679043713,0.9303200704846694,0.9217479877275583,0.5569519739672466,0.17032542430764633,0.19148936170212766,0.18,0.9285714285714286,0.9846153846153847,243.0,208.0,3.0,8.0,7,6,13,0.6190476190476191,25,19,44,45,45,6.175,4.861111111111111,4.861111111111111
0007CD5116,8,False,8,False,0.03330900684518319,0.08204845627239915,0.03434221541623676,0.36829940608200146,0.02048630470905048,0.28125,0.20454545454545456,0.0,0.0,9.0,16.0,4.0,4.0,3,2,5,0.5,11,7,18,45,45,3.942857142857143,2.810714285714286,2.810714285714286
0007CD86B3,8,False,8,True,0.6279615014543625,0.9855859936998957,0.6645026409321866,0.5478001015877283,0.12391237668848398,0.10588235294117647,0.21951219512195122,0.6190476190476191,0.8871794871794871,165.0,189.0,6.0,8.0,5,5,10,1.0,21,22,43,45,45,5.847619047619047,5.6230158730158735,5.6230158730158735
0007CDC91B,8,False,8,False,0.7112545625984745,0.6327656467101558,0.7064109020804376,0.47621300127133126,0.1371702297754832,0.1323529411764706,0.11392405063291139,0.7301587301587301,0.5692307692307692,193.0,127.0,8.0,5.0,5,5,10,0.7333333333333333,21,20,41,45,45,6.061507936507937,5.013888888888889,5.013888888888889
0007CDDBAF,8,False,8,True,1.0,1.0,1.0,0.5670276853374357,0.1849252990739496,0.15517241379310345,0.23076923076923078,1.0,1.0,261.0,211.0,8.0,6.0,5,5,10,1.0,21,22,43,45,45,5.847619047619047,5.6230158730158735,5.6230158730158735
0007CDE223,8,False,8,False,0.5810421408487804,0.7490800379484587,0.6057213413835767,0.45113174310686743,0.1106259024419699,0.12162162162162163,0.17647058823529413,0.5476190476190477,0.6564102564102564,147.0,144.0,6.0,7.0,5,5,10,0.8,20,19,39,45,45,6.158730158730159,4.940476190476191,4.940476190476191
0007CDEC0B,8,False,8,False,0.4576097447271565,0.8797429398297447,0.48769953736338906,0.4755767674771091,0.09067728515008487,0.2647058823529412,0.10465116279069768,0.4166666666666667,0.7794871794871795,114.0,168.0,5.0,6.0,5,5,10,0.6666666666666666,19,22,41,45,45,6.383333333333333,5.6230158730158735,5.6230158730158735
0007CA3A3A,10,False,8,False,0.4570858852787815,0.43512468386700015,0.5533600370123749,0.45851366963222023,0.1075980618123562,0.16363636363636364,0.20454545454545456,0.47619047619047616,0.3047619047619048,73.0,66.0,4.0,5.0,6,6,12,0.4761904761904762,16,18,34,45,45,5.605555555555556,4.433333333333334,4.433333333333334
0007CB0942,10,False,8,False,0.4287774058749143,0.24519076425957023,0.5587865184297888,0.4378618527396919,0.10709661279684705,0.16981132075471697,0.34615384615384615,0.4380952380952381,0.02857142857142857,69.0,37.0,3.0,6.0,5,2,7,0.5,16,8,24,45,45,4.7444444444444445,3.994047619047619,3.994047619047619
0007CB2302,10,True,8,False,0.15665979169709573,0.2802396441024338,0.1928321590519549,0.42300529522930996,0.04584723969199615,0.2727272727272727,0.2903225806451613,0.0,0.11428571428571428,23.0,46.0,4.0,4.0,1,3,4,1.0,5,12,17,45,45,3.7277777777777774,3.744047619047619,3.744047619047619
0007CB30A6,10,False,8,False,0.3650103730628604,0.21674996457882478,0.4356425646479283,0.4073750819362789,0.08715524886804238,0.1956521739130435,0.3103448275862069,0.3238095238095238,0.0,57.0,34.0,5.0,4.0,4,2,6,0.5,11,9,20,45,45,4.65,3.994047619047619,3.994047619047619
0007CB3713,10,False,8,False,0.3148857742319928,0.20090424358078338,0.3344939518962209,0.4163813704954407,0.06316189253242485,0.2903225806451613,0.25,0.2,0.0,44.0,34.0,6.0,4.0,3,4,7,0.5,13,15,28,45,45,4.955555555555556,3.846825396825397,3.846825396825397
