Mouse_RFID,Group_ID,mutant,Timestamp_base1,RC,authority,hub,eigenvector_centrality,constraint,pagerank,incloseness,outcloseness,instrength,outstrength,indegree,outdegree,transitivity,summed cocitation,summed bibcoupling,summed insubcomponent,summed outsubcomponent,summed injaccard,summed outjaccard
0007CDEAA7,2,False,0,False,0.03022406973196662,-0.19551410115532292,0.033067392278338215,-0.12754891099095383,-0.0017070153565081625,0.06060606060606061,0.21343873517786563,-60.0,-85.0,0,0,-0.06666666666666676,-3,-4,0,0,-0.20833333333333304,-0.6349206349206344
0007CDEC0B,2,False,0,True,-0.0481521041918177,0.3374862017703223,-0.01668247414390145,-0.19597541638201704,0.02363797105331364,0.13427109974424553,0.1895787139689579,-125.0,-56.0,0,0,-0.16666666666666674,-4,-3,0,0,-0.7142857142857144,-0.20357142857142918
0007CDEEE2,2,False,0,True,0.18562910856372938,0.003117649992527838,0.08350450321629632,-0.009284492985174753,0.008634050929900272,0.2942430703624733,0.03951219512195123,-114.0,-86.0,0,0,-0.06666666666666676,-4,-1,0,0,-0.48214285714285676,0.2527777777777773
0007CB0942,3,False,0,False,0.022894832950888636,-0.05881393627392175,0.01393314332352523,-0.08571277284369061,0.0011811169656455942,-0.3402777777777778,0.16826923076923078,5.0,-7.0,0,1,,1,3,0,28,0.2523809523809524,0.46071428571428563
0007CD38E5,3,False,0,False,0.16478560151094024,0.0,0.03739492656919974,-0.01251139705107629,0.010508524637183853,0.1388888888888889,-0.07858861267040898,51.0,50.0,0,0,0.06666666666666654,0,1,0,0,-0.07142857142857117,0.10714285714285765
0007CD81D3,3,False,0,True,0.22312703635342024,-0.2180298638499396,0.05374233933397865,-0.14571811842848825,-0.006055020513247161,-0.11229946524064172,0.12419354838709676,40.0,3.0,0,0,0.06666666666666654,0,1,0,0,-0.07142857142857117,0.10714285714285765
0007CD86B3,3,False,0,True,0.0,0.08867215517259874,0.0,0.03445761618529253,-0.008154119011520244,0.04110207768744356,-0.006628787878787873,2.0,58.0,0,0,0.06666666666666654,0,1,0,0,-0.07142857142857117,0.10714285714285765
0007CDC395,3,True,0,False,0.06283063758370429,0.014315516142833135,0.056241462550998295,-0.21770117006217993,0.007802284020077654,0.03240740740740744,0.0,13.0,7.0,2,1,0.4,7,8,0,0,1.317857142857144,2.008333333333333
0007CDC91B,3,False,0,False,-0.055653140217409885,-0.22512262727112614,-0.11440300574768023,-0.05730202929199257,-0.027818547945701835,-0.2607843137254902,0.10916179337231968,-18.0,-13.0,0,-1,-0.09999999999999998,0,-4,0,0,-0.4285714285714288,-0.8273809523809526
0007CDDBAF,3,False,0,True,0.10791481043010169,-0.02070854252183596,0.12613785444881803,-0.08569168447073372,0.021265674851673362,0.1350877192982456,0.10916179337231968,24.0,20.0,-1,0,-0.33333333333333326,-8,0,0,0,-1.8154761904761907,-0.4464285714285712
0007CE0327,3,False,0,False,0.036084556322012296,-0.18207169105764276,0.015224578604989714,-0.07930664687032407,0.0012700869958886807,0.12704174228675133,-0.11818181818181817,6.0,5.0,0,0,-0.33333333333333326,0,-4,0,0,-0.2857142857142856,-1.1428571428571423
0006CB224,4,False,0,False,0.00421354418681312,-0.022311532565370717,0.007182320889687371,0.024279988317156553,0.0019404995188203045,0.026666666666666672,-0.16666666666666669,0.0,-13.0,2,-1,-0.33333333333333337,6,-4,0,-45,0.6289682539682535,-0.18333333333333335
0007ABF555,4,True,0,False,-0.13553427035548662,-0.22166401229528998,-0.13600289104106567,-0.04636159840131571,-0.02955494966020604,0.16875,-0.03800675675675674,-41.0,-38.0,-4,-3,0.05555555555555547,-18,-9,0,0,-2.2507936507936517,-1.1785714285714297
0007AC2B02,4,False,0,False,-0.28315857213392054,-1.1102230246251565e-16,-0.21718610793216553,-0.08376641910678911,-0.03168902350343328,-0.02180232558139536,-0.11470588235294119,-64.0,-18.0,0,-1,0.0,-2,-9,0,0,-0.2999999999999998,-0.9861111111111125
0007ACA781,4,False,0,True,0.04078642442486696,-0.08360195451065544,0.1702152345757848,-0.045256023188836036,0.045318246120091776,0.017045454545454558,0.07874999999999999,17.0,-15.0,0,0,0.0,0,-6,0,0,0.23055555555555607,-0.7444444444444445
0007CB7051,4,False,0,True,-1.1102230246251565e-16,-0.18430014222617602,-1.1102230246251565e-16,-0.012256423302535513,-0.0005965239906067232,-0.03076923076923077,0.1066491112574062,-31.0,-30.0,0,0,0.0,-3,-6,0,0,-0.2999999999999998,-0.7444444444444445
0007CD6778,4,False,0,False,-0.04779796898715116,-0.09264140446225902,-0.04902661371100725,-0.03338545533040044,-0.003335612794086937,-0.041666666666666685,0.043010752688172005,-10.0,-8.0,-1,2,-0.33333333333333337,-8,3,0,0,-0.5158730158730158,-0.1353174603174594
0007CD765E,4,False,0,False,0.03208718560118559,0.08140469467823802,0.07727366402652185,0.1039701647711408,0.013412760785257955,-0.07500000000000001,-0.052083333333333315,9.0,4.0,0,-1,0.0,-3,-8,0,0,-0.4761904761904763,-1.0813492063492074
0007CDADED,4,False,0,False,-0.031632356694684644,-0.10168897891193385,-0.005551792923536858,-0.01011728401039097,-0.015963290451579848,0.02298850574712641,-0.1071428571428571,-25.0,-24.0,-1,0,0.2666666666666667,-3,-4,0,0,0.1634920634920638,-0.6261904761904757
0007CDC443,4,False,0,False,0.06399975568272004,0.2675010862592009,0.2179446649100225,-0.01460208489595699,0.038866813954214374,-0.22368421052631576,0.09615384615384615,18.0,32.0,0,0,-0.13333333333333341,-2,-5,0,0,0.061507936507936734,-0.769047619047619
0007CDEAA7,4,False,0,False,-0.08594455650492747,-0.2575442711292357,-0.11351802024554544,-0.06326937285287615,-0.01839891997847147,-0.028846153846153855,-0.04965517241379308,-23.0,-40.0,0,0,-0.21904761904761905,-1,-6,0,0,0.03769841269841301,-1.0289682539682543
0007CB0942,5,False,0,False,0.22243004885331724,0.3603750469989876,0.2633004237443278,0.0013924767893525036,0.03818997660037319,-0.09605911330049263,-0.05357142857142855,30.0,38.0,3,2,-0.38095238095238093,15,3,0,0,2.430555555555556,0.5623015873015875
0007CB2224,5,False,0,False,0.4177128798313102,-0.1811280639530083,0.30921824993759517,-0.045116235984846265,0.03425768608737942,-0.02948402948402945,0.004162812210915828,26.0,-45.0,1,-4,-0.1071428571428571,4,-16,0,0,-0.21666666666666679,-1.264682539682541
0007CB3491,5,False,0,False,-0.19244727125455763,0.26807769229882206,-0.10041396766783905,0.05241165472837561,-0.025792598859003618,0.0692307692307692,0.08067226890756299,-62.0,12.0,-4,-1,0.06666666666666665,-19,2,0,0,-2.0587301587301594,0.11785714285714466
0007CB4837,5,True,0,False,0.06170550797319893,0.05145607597944568,0.026871840032950955,-0.09187287953541012,-0.0015147014072670814,0.1187683284457478,-0.10227272727272729,-4.0,3.0,-1,-1,-0.5,-6,-7,0,0,-0.9238095238095236,-1.013492063492063
0007CD72E3,5,False,0,False,0.11355399322879489,-0.361720414742864,-0.03309583424288076,-0.06070330295448756,-0.02466132521055997,0.0339409176618479,0.04032258064516131,-30.0,-74.0,1,2,-0.07142857142857151,1,3,0,0,0.25833333333333286,-0.06825396825396801
0007CD77C5,5,True,0,False,0.010950369727249165,0.10317185491537573,0.056613107736677604,0.0733886230936579,0.00716084631181893,-0.06644518272425251,0.04017857142857145,-23.0,-4.0,0,0,0.0357142857142857,0,-4,0,0,0.10000000000000053,-0.6388888888888893
0007CDE223,5,False,0,True,-0.13469085387323654,0.040268463488484674,-0.09788879817332197,-0.033013912746505114,-0.022035647780487472,-0.06315789473684211,-0.10817307692307693,-54.0,-14.0,1,0,-0.14761904761904765,2,-3,0,0,0.11904761904761951,-0.4373015873015875
0007CDEC0B,5,False,0,False,0.006297245274158411,0.17624201569690368,0.01100950446210397,0.11143274534051467,0.0041913584703174925,0.0757575757575758,-0.03580901856763924,1.0,24.0,0,1,0.1333333333333333,-1,4,0,0,0.1547619047619051,0.5896825396825394
0007CDEEE2,5,False,0,False,0.19695096306153526,-0.2895816354441747,0.06646288404912537,-0.008832800743187819,-0.0022373918190165126,0.0853448275862069,-0.06315789473684211,-7.0,-49.0,-1,0,0.05714285714285716,-2,-3,0,0,-0.04007936507936627,-0.7936507936507944
0007CE0327,5,False,0,False,-0.04765567939376367,-0.11120460534877107,-0.053323837389011225,-0.027533396843757052,-0.0075582023935544355,-0.15441176470588236,0.07500000000000001,-9.0,-23.0,-1,0,0.21904761904761905,-2,-3,0,0,0.14484126984126977,-0.6369047619047628
0007CB64B4,6,False,0,False,0.09031507554222473,0.0,0.026972044750418256,-0.08057200438098494,0.07351791809423575,-0.06428571428571433,-0.05499999999999999,-13.0,-35.0,2,-1,-0.08333333333333337,1,-11,0,-3,0.09999999999999964,-0.6773809523809522
0007CB7051,6,False,0,True,-0.11037082792326502,0.025034420013849756,-0.12773657064914667,-0.008415594845900987,-0.02276667774040919,-0.15548780487804878,-0.011363636363636354,-48.0,-24.0,-2,-3,0.13095238095238093,-9,-10,0,-3,-0.7555555555555555,-0.5428571428571436
0007CD5116,6,False,0,False,-0.01819426978003203,0.12004043530801095,-0.019587091937403267,0.6869173094757745,-0.0029614749546553083,-0.3,-0.28304597701149425,-5.0,4.0,-2,-1,,-9,-6,0,-3,-1.3206349206349208,-1.0273809523809518
0007CD765E,6,False,0,False,-0.013335927410098862,-0.06433608335824888,-0.020181532982605818,-0.00401605862343446,-0.008260285149326363,,-0.11368421052631578,-3.0,-14.0,-2,-2,-0.26666666666666666,-11,-12,-42,0,-1.8714285714285714,-1.6107142857142858
0007CD86B3,6,False,0,False,0.0,-0.0047922702875936585,0.0,0.14087911744626147,0.03781430386564577,-0.13768115942028983,-0.03448275862068967,-31.0,-40.0,-2,-2,0.2857142857142857,-10,-7,0,-3,-1.1031746031746028,-0.39722222222222214
0007CDAD6B,6,False,0,False,-0.13632987605350616,0.0005646527268855922,-0.14263578994647688,0.03311466545383046,-0.017087277794883136,-0.03529411764705881,-0.14035087719298245,-13.0,-5.0,-1,-2,-0.6666666666666667,-11,-10,0,-3,-1.6964285714285712,-1.1904761904761907
0007CDADED,6,False,0,False,-0.11751559197230915,0.10775439707816725,-0.14003220956901735,0.11477907327370473,-0.027102960248650367,-0.1187683284457478,-0.08909090909090911,-16.0,-4.0,-3,0,0.33333333333333326,-15,1,0,-3,-1.822222222222222,0.2440476190476195
0007CDC395,6,True,0,False,-0.03712018585197063,0.06044669797158575,-0.07133157814684365,0.12439104132572576,-0.01974738829282692,-0.1772727272727273,0.03073286052009455,-29.0,-17.0,0,0,0.1333333333333333,-5,-5,0,-3,-0.2615079365079369,-0.23015873015873023
0007CDC443,6,False,0,False,0.1001161204918572,0.13464485879702048,0.04149368819472027,-0.008268337176490004,-0.0012716539934890664,-0.11822660098522164,-0.07130434782608697,-8.0,-3.0,0,1,0.04761904761904756,-5,4,0,-3,-0.29246031746031687,1.2003968253968242
0007CDE4F0,6,False,0,False,-0.017298898914721472,-0.3224891314830411,-0.09827255103020976,-0.00533156821561559,-0.012134503785641057,0.01874999999999999,-0.1923076923076923,-16.0,-44.0,0,0,-0.01904761904761898,-8,-2,0,-3,-0.9789682539682536,0.3015873015873023
0007ABF555,7,True,0,False,0.30097249870931625,0.21526809986234724,0.3206605807410618,-0.08227411738501311,0.04217582340448532,-0.1398661774228362,-0.019181585677749358,10.0,-57.0,4,-2,-0.023809523809523725,15,-16,0,0,1.2488095238095243,-1.5333333333333332
0007ACA781,7,False,0,False,0.24671583896544236,0.19737913754613634,0.11567271843764221,-0.11204670312743181,0.017840132742605527,-0.10748155953635408,-0.01617873651771959,12.0,-36.0,0,1,0.10000000000000009,3,6,0,0,0.8777777777777764,0.7408730158730172
0007CB2224,7,False,0,False,-0.06416854621321533,0.009577493455683483,-0.12810397628806394,-0.07556960154038411,-0.020420652554697244,0.11005434782608697,-0.06567164179104479,-49.0,-39.0,-1,-1,-0.33333333333333337,-9,-8,0,0,-1.4226190476190477,-1.2714285714285718
0007CD38E5,7,False,0,True,0.21239001586050898,0.14694789823981347,0.11962012392482657,-0.08134054555361692,0.035385815665367054,-0.06645990252547629,0.0,-57.0,-84.0,-2,0,0.19047619047619035,-10,0,0,0,-0.9123015873015872,-0.125
0007CD72E3,7,False,0,True,-0.40103708612030653,0.38518882590899584,-0.3742135954966497,-0.049620918854257345,-0.09113244792705964,0.05878084179970973,0.007903055848261314,-281.0,-93.0,-2,-1,0.10476190476190472,-8,-3,0,0,-0.753571428571429,-0.38571428571428523
0007CD7FB2,7,True,0,False,-0.08244731523918214,-0.1024044162418919,-0.24553681087816515,-0.11042055000004702,-0.048663110969370996,0.08684210526315789,-0.05185909980430528,-106.0,-139.0,-2,1,0.1428571428571428,-10,3,0,0,-0.8000000000000007,0.16666666666666785
0007CD81D3,7,False,0,True,0.20971640483847054,0.008570196258885554,0.0736088649615203,-0.06173644422390412,0.00764612347198379,0.006117593746459718,-0.03188474256022675,-72.0,-114.0,-1,-2,0.13095238095238082,-3,-11,0,0,-0.29841269841269735,-1.3551587301587302
0007CDEAA7,7,False,0,False,0.08472088754457943,0.26592960917534014,-0.01987152555802385,-0.025476011767400275,-0.020384683154109205,-0.10714285714285718,-0.05867346938775511,-56.0,-9.0,-1,-1,0.0,-4,-4,0,0,-0.507539682539683,-0.3888888888888893
0007CDEEE2,7,False,0,False,0.40702235118687324,0.5980991967665761,0.3930976756671001,0.17749908499238343,0.07284178187819423,-0.23550724637681159,-0.047647058823529403,87.0,75.0,1,1,-0.03809523809523818,4,-1,0,0,0.9321428571428578,0.000793650793651679
0007CE0327,7,False,0,False,0.06139950292752211,0.1320670056940197,0.015910822357359744,-0.044970823720050956,0.004711217442601216,-0.1603448275862069,-0.028929604628736755,-11.0,-27.0,0,0,-0.13333333333333341,-2,0,0,0,-0.2706349206349197,0.017063492063493335
0007CA3A3A,8,False,0,False,0.15235646452263996,0.37507516421337805,0.16462478519609958,0.07199507081879919,0.017391254850564336,0.017405318291700236,-0.02182835820895522,52.0,117.0,3,4,0.0,15,13,1,1,1.9972222222222218,1.5916666666666677
0007CB0942,8,False,0,False,-0.08447607688074207,0.018895594262116122,-0.061027398070972044,0.11192092688968575,-0.00592810013219746,0.05516129032258066,0.019852941176470587,-20.0,7.0,1,2,,6,7,44,44,1.4257936507936506,1.2833333333333337
0007CB30A6,8,False,0,False,-0.07139514774250205,-0.009983920134042812,-0.061810929804506864,0.029250899240438166,-0.011190598232760578,0.021241830065359485,0.04978354978354978,-27.0,-1.0,1,1,0.0,7,6,1,1,1.1583333333333337,0.9206349206349209
0007CB486D,8,True,0,False,0.17406035523885943,0.22872449900228953,0.20161460124110386,0.008499185256446551,0.023424716028193793,0.02329192546583851,-0.04364165353376166,66.0,80.0,2,1,0.09523809523809523,8,9,1,1,0.1730158730158733,1.2527777777777773
0007CD5116,8,False,0,False,0.06549086473918395,-0.01339192780416057,0.07164830893138871,-0.00930382234535243,0.010601915228738167,0.059302325581395365,0.06095791001451381,26.0,-9.0,2,1,-0.16666666666666663,7,10,1,1,0.9861111111111112,1.4134920634920634
0007CD86B3,8,False,0,True,-0.04146389289551078,0.04565629676827576,-0.003411784668845619,0.11674062753326736,-0.010867830037130238,0.08817126269956459,0.02487649964714185,-17.0,-3.0,0,0,0.0,1,2,1,1,-0.5130952380952376,-0.3460317460317466
0007CDC91B,8,False,0,False,-0.03897317253504018,-0.08015479047762308,-0.018086189472461323,0.06709312189280436,-0.014600868015268553,-0.025461584276354962,0.08571428571428572,-18.0,-37.0,0,-2,0.1333333333333333,7,-3,1,1,0.3051587301587304,-0.720238095238094
0007CDDBAF,8,False,0,True,0.1534632076125944,0.2877134125961079,0.22972455830471072,0.09942781486974478,0.02936767133374782,0.020625000000000004,0.05323868677905946,63.0,67.0,0,1,0.1333333333333333,5,8,1,1,0.5198412698412698,0.5158730158730149
0007CDE223,8,False,0,False,0.032729594850921195,-0.1612685213213486,0.0,0.07882341628335421,-0.025845394091196988,0.04525032092426187,0.06666666666666667,-28.0,-94.0,0,1,-0.06666666666666665,3,8,1,1,-0.12301587301587258,0.5158730158730149
0007CDEC0B,8,False,0,False,-0.04664580483756431,-0.05250801101887004,-0.0558637388245643,-0.07679719972444887,-0.012352766932690343,0.002081406105457914,-0.002630040911747511,-18.0,-48.0,0,0,-0.2857142857142857,-1,4,1,1,-1.0444444444444434,-0.08214285714285818
0007CA3A3A,10,False,0,False,0.4385318560965219,0.07536910778572858,0.39931642395685985,0.0014768764732486783,0.06164105855099221,0.10961538461538461,0.09094076655052266,26.0,0.0,0,-1,0.0714285714285714,4,2,0,0,0.36666666666666625,0.4833333333333334
0007CB0942,10,False,0,False,0.04443158504948447,-0.12646827430506352,0.008737747520592642,-0.027236895825554774,-0.010687410764431693,0.12403100775193796,0.06964285714285712,-21.0,-27.0,0,0,0.0,3,1,0,0,0.4460317460317462,0.10476190476190439
0007CB2302,10,True,0,False,0.19091744890192858,0.0033634829954237166,0.16901350482360528,0.09163255300112422,0.02330948102727696,0.08144796380090497,0.09065934065934067,21.0,-7.0,4,3,-0.4,13,12,0,0,1.8515873015873012,2.1253968253968254
0007CB30A6,10,False,0,False,-0.21151543698872866,-0.10327271231679984,-0.2793164762934255,-0.12028700083106963,-0.04336410028801355,0.3069498069498069,0.23908918406072105,-64.0,-18.0,-1,3,-0.06666666666666654,-2,12,0,0,0.2833333333333332,1.2305555555555552
0007CB3713,10,False,0,False,0.03897388954453834,-0.38405076405484545,-0.03607544119047951,0.07401137470701158,-0.008966365210960434,0.0781853281853282,0.27368421052631575,-12.0,-54.0,0,-3,-0.28571428571428575,0,-16,0,0,-0.6416666666666666,-2.1507936507936507
0007CB47A6,10,False,0,False,-0.0596377694722362,-0.41589675948264077,-0.19423543968487694,-0.1440077607768639,-0.03779460011454473,-0.04707933740191805,0.12101313320825517,-43.0,-53.0,-1,1,-0.03809523809523818,-5,4,0,0,-0.5500000000000007,0.09047619047619193
0007CDDBAF,10,False,0,False,0.3538236027327059,-0.16252893940086566,0.21636301739392705,-0.008346430253303394,0.018625317119080345,0.11363636363636365,0.1299392097264438,-1.0,-5.0,0,1,-0.20952380952380945,-5,2,0,0,-0.7222222222222214,-0.02777777777777768
0007CDE223,10,False,0,True,-0.09058888914889218,0.3540155754701382,-0.024928718820723894,0.12169601727442125,-0.020911340279838708,0.1697198275862069,0.2460759493670886,-72.0,13.0,1,0,0.10476190476190472,5,-2,0,0,0.5884920634920627,-0.3154761904761898
0007CDEC0B,10,False,0,True,0.358148152744699,-0.18813212998994888,0.21477936214022264,0.046444425181221716,0.017471415394731377,0.3131868131868132,0.225,-18.0,-25.0,0,-1,-0.07619047619047614,1,-4,0,0,-0.053571428571428825,-0.6031746031746037
0007CE0327,10,False,0,False,0.053760206318694326,-0.009975914280341225,0.02509779611930077,0.045206753004835176,0.0006765445657083841,0.19780219780219777,0.09069767441860463,-6.0,-14.0,0,0,-0.09523809523809512,0,-1,0,0,-0.1765873015873014,-0.3531746031746037
0007CA3A72,11,True,0,False,-0.2434914489621156,0.1084184945500456,-0.1624636896621019,-0.09499581964202469,-0.01737490760242319,0.06682808716707023,0.08079224850384725,-148.0,-96.0,-2,-2,-0.10952380952380958,-13,-10,0,0,-1.5908730158730169,-0.9861111111111116
0007CB0B74,11,False,0,False,-0.09753871521570412,-0.25142599810188027,-0.1341089147524842,-0.14928081968248486,-0.019882201023257093,0.08124018838304552,0.20526315789473681,-116.0,-144.0,-3,-2,-0.16666666666666663,-15,-17,0,0,-1.808730158730158,-2.5321428571428566
0007CB0DBC,11,True,0,False,-0.2126353181915579,0.11555101076610541,-0.20098180384036513,-0.067796300825824,-0.020901791996017424,0.11262135922330098,0.10911371237458195,-141.0,-98.0,-2,1,0.12857142857142856,-10,1,0,0,-0.6710317460317468,-0.011904761904761418
0007CB2407,11,True,0,False,0.25680219944117166,0.32580569199464,0.2738527964753887,0.031183768698306358,0.028773490199325368,0.037142857142857144,0.16282894736842107,-14.0,-1.0,2,2,0.6,3,3,0,0,1.0202380952380952,0.8452380952380953
0007F2B3FF,11,False,0,False,0.07419427567179393,0.013884041614110942,0.1064637799326007,-0.1228617668048585,0.01444680278271264,0.10317460317460317,0.12155844155844156,-76.0,-157.0,1,-3,-0.19047619047619058,-1,-19,0,0,-0.3888888888888884,-1.9194444444444443
0007F2B59E,11,False,0,True,-0.0898114489668227,-0.2574076621320094,-0.1510845355424265,-0.06123408413583409,-0.029653757750835716,0.12666666666666665,0.12241379310344828,-163.0,-219.0,-1,-2,-0.2142857142857143,-9,-17,0,0,-1.174603174603174,-2.0884920634920627
0007F2B8A2,11,True,0,False,0.04339935234787651,0.0917811926829305,0.02793109416974704,-0.0471456650698841,-0.005279313439810737,0.09821428571428573,0.07619047619047618,-123.0,-147.0,-2,1,-0.1428571428571429,-18,-1,0,0,-1.9722222222222223,-0.20119047619047592
0007F2B9FC,11,False,0,False,0.11107637188674091,0.15390481944656564,0.10376513089661332,-0.07969288811464909,-0.00012405596530623564,0.10341997264021889,0.17559697146185207,-122.0,-88.0,1,-2,-0.12380952380952392,-2,-15,0,0,-0.47063492063492074,-1.4642857142857144
0007F2E37E,11,False,0,True,-0.10371416676146772,0.13109095812503246,-0.09830998794781942,-0.0834783825314534,-0.01358914781835896,0.1274703557312253,0.031797235023041465,-148.0,-90.0,-1,0,-0.19999999999999996,-9,-7,0,0,-0.749603174603175,-0.9158730158730162
0007F2ED4,11,False,0,False,0.4853940926767932,0.6731537343520748,0.5894010676556889,-0.0065414216152202,0.06358488261397136,0.023863636363636365,0.04057835820895522,11.0,0.0,0,0,-0.021428571428571352,-6,-2,0,0,-0.431746031746032,0.2638888888888893
0007CB0A48,12,False,0,True,0.0,-0.5176486904558015,-0.010795430130247086,-0.6224979352873106,-0.016080509767811058,0.18628121792678756,0.3328267477203647,-1784.0,-1405.0,-1,-3,-0.05555555555555558,-3,-16,0,0,-0.29999999999999893,-1.5103174603174594
0007CB0AD4,12,False,0,False,-0.025165579677338457,0.20874240750251616,0.11538941722626539,-0.5843925228963385,0.020250091610394483,0.19703670942061036,0.20750452079566006,-1055.0,-1088.0,-2,1,0.02777777777777779,-12,-1,0,0,-0.7944444444444434,-0.5670634920634923
0007CB2ED2,12,False,0,True,0.03259851411251047,-0.3942981642265919,0.01648800912562942,-0.43047925467440046,0.0074982196130038425,0.23617021276595745,0.1974770642201835,-1729.0,-1552.0,0,-1,-0.05555555555555558,-4,-7,0,0,-0.5,-0.47777777777777697
0007CB321B,12,False,0,False,0.008591772594488456,-0.19570391944598295,-0.005740317897940078,-0.5198034429703221,-0.0023891800896894966,0.15991902834008095,0.4107471475892528,-366.0,-592.0,1,1,-0.09999999999999998,1,2,0,0,0.29365079365079394,0.5055555555555555
0007CB39C9,12,False,0,False,-0.15595404226881002,-0.23436957609141668,-0.07452438201166683,-0.6627977318597994,-0.005350064543706831,0.4375,0.3891891891891892,-688.0,-964.0,1,1,-0.19047619047619047,-5,-5,0,0,-0.6999999999999993,-0.7277777777777779
