Mouse_RFID,Group_ID,mutant,Timestamp_base3,RC,authority,hub,eigenvector_centrality,constraint,pagerank,incloseness,outcloseness,instrength,outstrength,indegree,outdegree,transitivity,summed cocitation,summed bibcoupling,summed insubcomponent,summed outsubcomponent,summed injaccard,summed outjaccard,out persistance
0007CD86B3,6,False,0,False,0.8822773975464031,0.8464386424278143,0.9467695777710046,0.45537362351686156,0.1818659163879086,0.32142857142857145,0.2571428571428571,149.0,150.0,6,6,0.7142857142857143,29,30,45,45,6.0432539682539685,6.15515873015873,6.0
0007CDAD6B,6,False,0,False,0.13122918347357884,0.09912004486017084,0.16439258619825822,0.32546010624687205,0.04393966684494077,0.2903225806451613,0.3,23.0,18.0,4,2,0.6666666666666666,22,14,45,45,4.513095238095238,3.9047619047619047,2.0
0007CDADED,6,False,0,False,0.17093571564794305,0.2948122717357873,0.18308085473054153,0.4310286423963296,0.05617554255826254,0.28125,0.32142857142857145,37.0,62.0,5,5,0.9,24,26,45,45,5.234920634920635,5.573412698412699,4.0
0007CDC395,6,True,0,False,0.4623601576444871,0.6086160994147337,0.5262945681368134,0.4930440565395539,0.11373408198223069,0.36,0.1125,86.0,94.0,6,5,0.8666666666666666,30,27,45,45,6.0432539682539685,6.0472222222222225,4.0
0007CDC443,6,False,0,False,0.1858623247931447,0.3208624845406878,0.19909331654948495,0.39927201787332,0.06667948478366846,0.20454545454545456,0.3,49.0,54.0,5,5,0.6666666666666667,25,28,45,45,5.244047619047619,6.0472222222222225,5.0
0007CDE4F0,6,True,0,False,0.29410425938011026,0.6082441592630149,0.3399881637366522,0.44417296168525067,0.07615750063205035,0.225,0.3333333333333333,61.0,96.0,5,5,0.6666666666666667,26,28,45,45,5.44047619047619,5.993650793650794,4.0
0007ABF555,7,True,0,False,0.4852078566108923,0.38992478736206404,0.47889954358824094,0.5098820249223435,0.09667416274125411,0.05357142857142857,0.07563025210084033,290.0,207.0,5,4,0.7,22,18,45,45,4.629761904761905,4.333333333333333,2.0
0007ACA781,7,False,0,False,0.3631617214839998,0.4408705374495906,0.36626741826657494,0.5352560247174925,0.08155493630412586,0.06428571428571428,0.0661764705882353,232.0,230.0,6,3,0.7333333333333333,29,11,45,45,5.339285714285714,3.543650793650794,1.0
0007CB2224,7,False,0,False,0.1731025048777022,0.37448032083696214,0.1833458725321427,0.3909326095274005,0.04267067291201507,0.125,0.06666666666666667,97.0,175.0,1,2,1.0,4,10,45,45,1.9583333333333333,2.6805555555555554,1.0
0007CD38E5,7,False,0,True,1.0,0.7235412401092519,1.0,0.5706950683377208,0.17002115171907256,0.04035874439461883,0.056962025316455694,533.0,366.0,6,5,0.8,29,24,45,45,5.694444444444445,5.301587301587301,4.0
0007CD72E3,7,False,0,True,0.9912631135770626,0.7837044978302294,0.9487121724908987,0.5060514319142129,0.17504318751758394,0.03345724907063197,0.036885245901639344,573.0,427.0,7,7,0.6428571428571429,30,31,45,45,5.963888888888889,6.097222222222221,6.0
0007CD7FB2,7,True,0,False,0.3692863591390941,0.9999999999999999,0.45810569928118333,0.5041081533798086,0.09190316874156645,0.04522613065326633,0.03529411764705882,240.0,455.0,6,7,0.75,28,32,45,45,5.916666666666667,6.069444444444444,5.0
0007CD81D3,7,False,0,True,0.7104394058584511,0.9481562984197657,0.8489316416696522,0.5510841956624601,0.14929592259188346,0.04017857142857143,0.05521472392638037,438.0,392.0,6,6,0.7619047619047619,30,28,45,45,6.083333333333333,5.746031746031746,4.0
0007CDEAA7,7,False,0,False,0.3227559758338655,0.5262175669203546,0.3632602682595001,0.49506837540917287,0.07720264751603768,0.10465116279069768,0.072,198.0,247.0,4,6,0.8,17,29,45,45,4.349603174603175,5.551984126984126,4.0
0007CDEEE2,7,False,0,False,0.26465853755876956,0.4133733790946908,0.2918537091877097,0.6076757867981334,0.06485474350936979,0.0703125,0.06666666666666667,165.0,203.0,5,6,0.8095238095238094,22,30,45,45,4.902777777777778,5.902777777777778,4.0
0007CE0327,7,False,0,False,0.2323932542032567,0.35271756152132744,0.22970295831599327,0.4442513291933881,0.05077940644709103,0.10465116279069768,0.072,127.0,191.0,5,5,0.6666666666666666,23,21,45,45,4.977777777777778,4.647222222222222,4.0
0007CA3A3A,8,False,0,False,0.5401133789519548,0.6621892615056276,0.5537515081233613,0.677041922781365,0.0909973779442055,0.06164383561643835,0.05172413793103448,496.0,531.0,4,3,0.5,15,11,44,44,3.875,3.4535714285714283,1.0
0007CB0942,8,False,0,False,0.2567619250082683,0.3039046706189655,0.26926337449226095,0.6296449847179061,0.04971928324186388,0.09574468085106383,0.06,227.0,247.0,0,0,,0,0,1,1,1.0,1.0,0.0
0007CB30A6,8,True,0,False,0.32491149217803594,0.3213617636525099,0.3334357302974814,0.6532735904588578,0.059857738929703495,0.058823529411764705,0.07563025210084033,296.0,253.0,1,1,1.0,0,3,44,44,1.4166666666666667,1.9123015873015872,1.0
0007CB486D,8,True,0,False,0.7435072359953653,0.9799963198788271,0.778134926512552,0.7261022851167908,0.1238980326399795,0.07377049180327869,0.0391304347826087,704.0,820.0,6,7,0.6190476190476191,23,24,44,44,6.035714285714285,5.597222222222222,7.0
0007CD5116,8,False,0,False,0.07928056227605047,0.1213335576807095,0.07979397142703987,0.32288508410990807,0.026081889753527675,0.12162162162162163,0.08823529411764706,74.0,102.0,2,1,0.6666666666666666,8,0,44,44,2.6011904761904763,1.6444444444444444,0.0
0007CD86B3,8,False,0,True,0.8992188791305645,0.947316292737598,0.921294119374346,0.7010479475974891,0.143144839075826,0.04736842105263158,0.05056179775280899,838.0,787.0,5,5,1.0,23,21,44,44,6.0476190476190474,5.571428571428572,5.0
0007CDC91B,8,False,0,False,0.9857243259403022,0.6861169300797749,0.9648888582899877,0.791672474600752,0.14481660228006946,0.059602649006622516,0.06976744186046512,887.0,602.0,6,6,0.8,24,23,44,44,6.035714285714285,5.803571428571428,5.0
0007CDDBAF,8,False,0,True,0.5920304865722061,0.7823671308168898,0.6325454370817458,0.6759219825083705,0.09790696547345008,0.05056179775280899,0.052941176470588235,530.0,610.0,4,5,1.0,19,22,44,44,5.321428571428571,5.571428571428572,5.0
0007CDE223,8,False,0,False,1.0,1.0,1.0,0.6884926482888349,0.16012073639357022,0.0313588850174216,0.04864864864864865,960.0,873.0,5,5,1.0,23,21,44,44,6.0476190476190474,5.571428571428572,4.0
0007CDEC0B,8,False,0,False,0.6126671148859139,0.9407672466222387,0.6431850522822191,0.7399940010165099,0.10345653426780407,0.05084745762711865,0.06666666666666667,570.0,757.0,5,5,0.8,23,21,44,44,6.0476190476190474,5.321428571428571,3.0
0007CA3A3A,10,False,0,False,0.6848336261651325,0.5961842675148744,0.7454472289609292,0.5256151218005738,0.14322457516082027,0.04712041884816754,0.05357142857142857,382.0,302.0,9,8,0.5555555555555556,33,28,45,45,5.999999999999999,5.644444444444444,5.0
0007CB0942,10,False,0,False,0.2830064804647457,0.4285605543989986,0.31478358572350285,0.5347377441833912,0.06669962924713542,0.09090909090909091,0.06206896551724138,148.0,208.0,5,6,0.6666666666666667,22,26,45,45,4.941269841269841,5.155555555555556,3.0
0007CB2302,10,True,0,False,0.214014674862317,0.25448202309409734,0.25861165205604913,0.4982284341980952,0.06049076228393397,0.1,0.0989010989010989,121.0,121.0,2,1,1.0,10,8,45,45,2.6686507936507935,2.607936507936508,1.0
0007CB30A6,10,True,0,False,0.24908430955882735,0.12792879412286828,0.2690753966144786,0.47495676567417894,0.0651084461746607,0.06666666666666667,0.14516129032258066,155.0,74.0,5,4,0.6666666666666667,26,17,45,45,5.2408730158730155,4.182936507936509,3.0
0007CB3713,10,False,0,False,0.16769436122449974,0.3630543735485706,0.20106501258999396,0.4776276875236436,0.045934655631695236,0.1232876712328767,0.09,87.0,161.0,2,3,0.6666666666666666,12,17,45,45,3.321428571428571,3.7773809523809527,1.0
0007CB47A6,10,False,0,False,0.30949904506081977,0.5985760805034483,0.37533119541071513,0.5809234090898668,0.08197973659153748,0.07692307692307693,0.08108108108108109,179.0,258.0,5,6,0.8095238095238094,21,30,45,45,4.752777777777778,6.050396825396825,5.0
0007CDDBAF,10,False,0,False,0.6031441224716108,0.9999999999999999,0.7553660980358962,0.5344044305367082,0.14204962183493006,0.05172413793103448,0.04477611940298507,364.0,432.0,6,6,0.8095238095238094,30,29,45,45,6.219841269841269,5.916666666666667,5.0
0007CDE223,10,False,0,True,0.9999999999999999,0.7670160844011995,1.0,0.5298244479286408,0.18142724723075854,0.05142857142857143,0.04225352112676056,518.0,419.0,6,5,0.7333333333333333,28,25,45,45,5.626587301587302,5.613095238095238,4.0
0007CDEC0B,10,False,0,True,0.7458952333015177,0.852641551108049,0.8611823715402325,0.5711369939963892,0.1627435293803245,0.05454545454545454,0.0703125,441.0,399.0,5,6,0.8666666666666666,26,30,45,45,5.707142857142857,5.971031746031746,6.0
0007CE0327,10,False,0,False,0.18325964143971885,0.2512839356809973,0.2131768639045665,0.49653003222677483,0.05034179646420382,0.10465116279069768,0.10465116279069768,102.0,123.0,5,5,0.8666666666666666,26,26,45,45,5.611904761904762,5.533730158730159,3.0
0007CA3A72,11,True,0,False,0.8011919089028458,0.5347407192458071,0.8160917023245589,0.432054205744686,0.10145875351880744,0.03643724696356275,0.036585365853658534,328.0,252.0,5,5,0.5333333333333333,19,19,45,45,4.260714285714285,4.249603174603174,2.0
0007CB0B74,11,False,0,False,0.6693060006552145,0.5941667077312726,0.7150939003149646,0.4444265839764389,0.09138574324786869,0.03765690376569038,0.04205607476635514,279.0,268.0,5,4,0.7333333333333333,24,17,45,45,4.882936507936508,4.158333333333333,2.0
0007CB0DBC,11,True,0,False,0.8208292641997006,0.7108472384564651,0.8619270538560683,0.436167276237351,0.10988092461048195,0.03383458646616541,0.03103448275862069,349.0,322.0,6,6,0.5714285714285714,23,24,45,45,4.816666666666666,5.030555555555555,4.0
0007CB2407,11,True,0,False,0.36137618205085403,0.37769002321789086,0.3841995366884362,0.36820020581504925,0.056979257770535356,0.05844155844155844,0.055900621118012424,154.0,168.0,2,2,0.0,9,9,45,45,2.6865079365079367,2.7242063492063493,1.0
0007F2B3FF,11,False,0,False,0.6186806225783866,0.8303874835183369,0.6936273976038875,0.4461379974306722,0.09155444504072081,0.04017857142857143,0.03614457831325301,270.0,368.0,4,6,0.7619047619047619,16,28,45,45,4.101190476190476,5.386111111111111,1.0
0007F2B59E,11,False,0,True,0.9037800730501487,1.0,0.9907908290210922,0.46507073301064034,0.12784697297316044,0.032490974729241874,0.03225806451612903,405.0,459.0,6,7,0.75,25,32,45,45,5.416666666666667,6.122222222222223,6.0
0007F2B8A2,11,True,0,False,0.8955620001238294,0.9193559293329713,0.9730794355601735,0.4516333774475533,0.1265919741388814,0.028481012658227847,0.02608695652173913,399.0,428.0,7,5,0.7619047619047619,33,22,45,45,6.163888888888889,5.083333333333333,5.0
0007F2B9FC,11,False,0,False,0.8288113367748062,0.6241755572466104,0.8549459209599002,0.45020318102793394,0.10753462537698595,0.031141868512110725,0.043478260869565216,346.0,288.0,6,5,0.8,28,24,45,45,5.552777777777777,5.257936507936508,4.0
0007F2E37E,11,False,0,True,1.0,0.6747877155106198,1.0,0.46600392218116954,0.1203327434905501,0.031141868512110725,0.04285714285714286,403.0,320.0,5,6,0.8666666666666666,24,27,45,45,5.358730158730158,5.383333333333334,5.0
0007F2ED4,11,False,0,False,0.455275748179665,0.5412924938641913,0.48470400678223513,0.40884957232380165,0.0664345598320079,0.061224489795918366,0.03643724696356275,187.0,247.0,5,5,0.8095238095238094,25,24,45,45,5.339285714285714,5.180555555555555,4.0
0007CB0A48,12,False,0,True,1.0,0.8305637350732528,1.0,0.9313447177849121,0.16813602033812372,0.04891304347826087,0.061224489795918366,1941.0,1482.0,9,9,0.6666666666666666,45,45,45,45,7.299999999999999,7.299999999999999,9.0
0007CB0AD4,12,False,0,False,0.6184553108248638,0.8044501677619766,0.6793134437419932,0.9433342584683008,0.11280044272999262,0.059602649006622516,0.07258064516129033,1168.0,1270.0,8,7,0.6785714285714286,43,40,45,45,7.022222222222222,7.119444444444445,7.0
0007CB2ED2,12,False,0,True,0.9447448306589893,0.9999999999999999,0.9907442678531055,0.7899150886145514,0.17165159617316725,0.034482758620689655,0.021739130434782608,1910.0,1742.0,9,9,0.6666666666666666,45,45,45,45,7.299999999999999,7.299999999999999,8.0
0007CB321B,12,False,0,False,0.20322928013138888,0.38897813991102376,0.21346716237813776,0.8312341193157754,0.048334381940050596,0.054878048780487805,0.05389221556886228,402.0,627.0,3,4,0.8333333333333334,20,27,45,45,4.228571428571428,4.919444444444444,3.0
0007CB39C9,12,True,0,False,0.3935648273625352,0.6654489269653029,0.4293427236260147,0.9275170934962714,0.07782419255680703,0.08333333333333333,0.04712041884816754,752.0,1040.0,5,6,0.8666666666666666,34,39,45,45,6.3309523809523816,6.677777777777777,3.0
0007CB464C,12,True,0,False,0.5560730276151542,0.7471174851810626,0.6043413916120772,0.9793106636443353,0.10321885783669188,0.06666666666666667,0.08333333333333333,1069.0,1161.0,7,7,0.8095238095238094,40,41,45,45,6.9222222222222225,7.119444444444445,6.0
0007F2B770,12,True,0,False,0.27855651583420327,0.4604368909101462,0.2976272715689224,0.8536554339033668,0.062021036104744735,0.03488372093023256,0.0743801652892562,547.0,764.0,5,4,0.8,32,29,45,45,5.573015873015873,5.569444444444445,3.0
0007F2B957,12,True,0,False,0.9170783317246318,0.9692615452175214,0.9567415499250459,0.8819622063617485,0.1674557763818922,0.04411764705882353,0.043478260869565216,1879.0,1686.0,7,7,0.8095238095238094,41,41,45,45,7.022222222222222,7.069444444444445,4.0
0007F2BA9B,12,False,0,False,0.05054831412220521,0.05169460657961053,0.05358149239966136,0.2477294225117661,0.02234165713492661,0.09782608695652174,0.09473684210526316,92.0,95.0,5,5,0.6666666666666667,30,28,45,45,5.488888888888888,5.124206349206349,3.0
0007F2CA05,12,True,0,False,0.34195899026579224,0.3305846145427508,0.36500299027563426,0.8791368436113125,0.0662160388036035,0.07142857142857142,0.08256880733944955,632.0,525.0,5,5,1.0,34,35,45,45,6.164285714285714,6.354761904761904,4.0
0007CA3B1C,13,False,0,False,0.18406447570770001,0.0881488394515765,0.1875467567257212,0.3832041131103438,0.04481839205655342,0.5294117647058824,0.5,13.0,7.0,2,2,0.6666666666666666,10,8,45,45,2.815079365079365,2.5246031746031745,2.0
0007CB1E1F,13,False,0,False,0.6535250805285499,0.8701448888640199,0.7627421414788015,0.44019278183408006,0.1445705322413852,0.42857142857142855,0.32142857142857145,51.0,41.0,6,6,0.7857142857142857,25,27,45,45,5.216666666666667,5.541666666666667,5.0
0007CB2183,13,True,0,False,0.9999999999999999,0.6132497488187123,1.0,0.4330033952758242,0.16423211937310364,0.3103448275862069,0.42857142857142855,62.0,35.0,6,7,0.7619047619047619,24,31,45,45,5.252777777777778,5.949999999999999,3.0
