ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,59,66,5,25,21,48,18,32,11
0007CB2224,59,0,155,22,54,51,113,33,53,22
0007CB3491,66,155,0,29,76,55,63,33,40,22
0007CB4837,5,22,29,0,12,24,16,0,19,11
0007CD72E3,25,54,76,12,0,31,47,13,27,15
0007CD77C5,21,51,55,24,31,0,50,18,153,14
0007CDE223,48,113,63,16,47,50,0,44,52,31
0007CDEC0B,18,33,33,0,13,18,44,0,16,22
0007CDEEE2,32,53,40,19,27,153,52,16,0,14
0007CE0327,11,22,22,11,15,14,31,22,14,0
