ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,1.79333333333333,1.50625,1.35,1.91929824561404,2.38133333333333,2.30416666666667,2.94166666666667,2.06666666666667,0
0007CB2224,1.79333333333333,0,3.00505050505051,1.6,2.32876712328767,2.79275362318841,2.40491228070175,1.49791666666667,2.51216216216216,2.48333333333333
0007CB3491,1.50625,3.00505050505051,0,1.8375,2.65925925925926,1.91078431372549,2.03333333333333,1.97666666666667,1.97904761904762,1.35
0007CB4837,1.35,1.6,1.8375,0,2.25384615384615,0,3.81212121212121,0,1.64814814814815,5.05
0007CD72E3,1.91929824561404,2.32876712328767,2.65925925925926,2.25384615384615,0,2.53396226415094,3.25952380952381,3,1.88484848484848,2.05185185185185
0007CD77C5,2.38133333333333,2.79275362318841,1.91078431372549,0,2.53396226415094,0,1.85873015873016,1.71666666666667,2.41732283464567,1.56388888888889
0007CDE223,2.30416666666667,2.40491228070175,2.03333333333333,3.81212121212121,3.25952380952381,1.85873015873016,0,1.8962962962963,1.83763440860215,1.76470588235294
0007CDEC0B,2.94166666666667,1.49791666666667,1.97666666666667,0,3,1.71666666666667,1.8962962962963,0,1.7,1.18333333333333
0007CDEEE2,2.06666666666667,2.51216216216216,1.97904761904762,1.64814814814815,1.88484848484848,2.41732283464567,1.83763440860215,1.7,0,1.67222222222222
0007CE0327,0,2.48333333333333,1.35,5.05,2.05185185185185,1.56388888888889,1.76470588235294,1.18333333333333,1.67222222222222,0
