ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,42.524355731579,22.8902460185185,63.70906062,46.9638899192308,60.9771942264706,59.70100882,13.48867192,34.8883154,0
0007CB2224,42.524355731579,0,36.0576390321739,52.3940287444444,58.5742018175676,57.658871,39.8061473795699,0,60.5623266170732,49.3704169375
0007CB3491,22.8902460185185,36.0576390321739,0,62.8738511625,59.6569502408163,62.6889331035714,48.6412406355556,62.5999344333333,63.4055025411765,42.3984135285714
0007CB4837,63.70906062,52.3940287444444,62.8738511625,0,63.10677773,63.7346864,36.07539935,43.6510442285714,60.41185024,0
0007CD72E3,46.9638899192308,58.5742018175676,59.6569502408163,63.10677773,0,57.4815959204545,53.537202752,57.31962609,44.01539883,47.6816532545455
0007CD77C5,60.9771942264706,57.658871,62.6889331035714,63.7346864,57.4815959204545,0,54.0840545945946,56.8311489,16.16422793,54.633513855
0007CDE223,59.70100882,39.8061473795699,48.6412406355556,36.07539935,53.537202752,54.0840545945946,0,20.3654740866667,50.6205955764706,24.8653142235294
0007CDEC0B,13.48867192,0,62.5999344333333,43.6510442285714,57.31962609,56.8311489,20.3654740866667,0,52.1487066,62.0576594
0007CDEEE2,34.8883154,60.5623266170732,63.4055025411765,60.41185024,44.01539883,16.16422793,50.6205955764706,52.1487066,0,43.0116873258064
0007CE0327,0,49.3704169375,42.3984135285714,0,47.6816532545455,54.633513855,24.8653142235294,62.0576594,43.0116873258064,0
