ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,2.40505050505051,2.22638888888889,2.06666666666667,2.20833333333333,2.31705426356589,1.78888888888889,3.62142857142857,2.33055555555556,1.5974358974359
0007CB0AD4,2.40505050505051,0,3.56036036036036,3.72222222222222,2.63333333333333,2.3959595959596,4.86767676767677,0,1.9375,8.68717948717949
0007CB2ED2,2.22638888888889,3.56036036036036,0,1.6,2.425,1.808,1.79166666666667,1.85555555555556,2.21904761904762,1.03333333333333
0007CB321B,2.06666666666667,3.72222222222222,1.6,0,0,2.61428571428571,1.93571428571429,2.28,2.13166666666667,1.86
0007CB39C9,2.20833333333333,2.63333333333333,2.425,0,0,2.02777777777778,2.46666666666667,3.56666666666667,1.52857142857143,2.33333333333333
0007CB464C,2.31705426356589,2.3959595959596,1.808,2.61428571428571,2.02777777777778,0,2.22051282051282,2.03055555555556,2.44666666666667,2.2375
0007F2B770,1.78888888888889,4.86767676767677,1.79166666666667,1.93571428571429,2.46666666666667,2.22051282051282,0,1.98571428571429,1.61578947368421,1.61296296296296
0007F2B957,3.62142857142857,0,1.85555555555556,2.28,3.56666666666667,2.03055555555556,1.98571428571429,0,4.10416666666667,0
0007F2BA9B,2.33055555555556,1.9375,2.21904761904762,2.13166666666667,1.52857142857143,2.44666666666667,1.61578947368421,4.10416666666667,0,1.3
0007F2CA05,1.5974358974359,8.68717948717949,1.03333333333333,1.86,2.33333333333333,2.2375,1.61296296296296,0,1.3,0
