ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,0.25,0.260869565217391,0,0,0.470588235294118,0,1,0.666666666666667,0
0007CB0AD4,0.75,0,0.585365853658537,0,0.909090909090909,0.583333333333333,0.6,1,1,0.857142857142857
0007CB2ED2,0.739130434782609,0.414634146341463,0,0.5,1,0.6,0.764705882352941,0.607142857142857,0.545454545454545,0.692307692307692
0007CB321B,0,0,0.5,0,0,0.5,0,0,0,0.5
0007CB39C9,1,0.0909090909090909,0,0,0,0.6,0,0.142857142857143,0.5,0.6
0007CB464C,0.529411764705882,0.416666666666667,0.4,0.5,0.4,0,1,1,0,0.666666666666667
0007F2B770,1,0.4,0.235294117647059,1,1,0,0,0.428571428571429,0.25,0.545454545454545
0007F2B957,0,0,0.392857142857143,0,0.857142857142857,0,0.571428571428571,0,0.333333333333333,0
0007F2BA9B,0.333333333333333,0,0.454545454545455,1,0.5,0,0.75,0.666666666666667,0,1
0007F2CA05,1,0.142857142857143,0.307692307692308,0.5,0.4,0.333333333333333,0.454545454545455,1,0,0
