ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,45.2967731481481,41.4452722026316,27.8022011153846,64.7504451285714,32.8600700857143,37.4889392181818,43.4986410833333,45.9511787833333,22.4136113428571
0007CB0AD4,45.2967731481481,0,22.3173835122807,49.9036456,57.328256125,25.889750875,0,47.9067596294118,60.7228153875,43.6172186166667
0007CB2ED2,41.4452722026316,22.3173835122807,0,43.50652508,52.301990875,55.5625019428571,53.4365791548387,44.593889996,45.8107495388889,50.25509874375
0007CB321B,27.8022011153846,49.9036456,43.50652508,0,66.759174125,51.44282898,52.5517924666667,37.1244549,0,52.63029795
0007CB39C9,64.7504451285714,57.328256125,52.301990875,66.759174125,0,68.7442961857143,61.89798055,46.3018225833333,20.5543908,0
0007CB464C,32.8600700857143,25.889750875,55.5625019428571,51.44282898,68.7442961857143,0,53.33621204,47.7780771535714,52.9498876,27.04966028
0007F2B770,37.4889392181818,0,53.4365791548387,52.5517924666667,61.89798055,53.33621204,0,33.1674880774194,14.2579828133333,11.7382635678571
0007F2B957,43.4986410833333,47.9067596294118,44.593889996,37.1244549,46.3018225833333,47.7780771535714,33.1674880774194,0,65.2108169375,44.8765590647059
0007F2BA9B,45.9511787833333,60.7228153875,45.8107495388889,0,20.5543908,52.9498876,14.2579828133333,65.2108169375,0,57.158821
0007F2CA05,22.4136113428571,43.6172186166667,50.25509874375,52.63029795,0,27.04966028,11.7382635678571,44.8765590647059,57.158821,0
