ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,0.16365227537923,0.297488964469209,0.147608434767701,0.16620267260579,0.218643181726786,0.212068189771534,0.210125361620058,0.168021149515324,0.225693550877555
0007CB0AD4,0.118601516873232,0,0.151771715271245,0.165609463397908,0.231347438752784,0.272328789158322,0.0706394040893866,0.274381227900996,0.116616077548223,0.115085696639045
0007CB2ED2,0.325916334134932,0.229434072345391,0,0.229213097891308,0.224665924276169,0.205292154260667,0.126231065340199,0.361041465766634,0.219181435425438,0.232281640846157
0007CB321B,0.0455061969821092,0.0704492415402567,0.0645005668524013,0,0,0.0318896529537137,0.0476428535719642,0.0288974606235937,0.175315774013513,0.172782953317206
0007CB39C9,0.0315530773499642,0.0606038506417736,0.0389319053477097,0,0,0.0169300679615554,0.0158976153576963,0.0167148826743812,0.149613238029962,0.013227649390087
0007CB464C,0.143680135302978,0.246936989498249,0.123139638661746,0.0679753128750213,0.0586024498886412,0,0.270159476078588,0.129251044680167,0.0884656809948104,0.177106387359102
0007F2B770,0.112100631590074,0.0515242123687281,0.0609064814144777,0.0816903823075604,0.0442650334075723,0.217316121767804,0,0.0670845387335262,0.321110349554489,0.238303566833084
0007F2B957,0.172749134536613,0.311260210035006,0.270931326434619,0.0770615463740785,0.072383073496659,0.161700245305022,0.104334349847523,0,0.0701556839322432,0.123835503628596
0007F2BA9B,0.0906952776089424,0.0868582263710619,0.107991412789155,0.306960397737014,0.425389755011137,0.0726665862387903,0.327900814877768,0.0460623593699775,0,0.0694322919347368
0007F2CA05,0.115879601490447,0.081534422403734,0.108859782425163,0.287759300531459,0.0357739420935412,0.138376161177464,0.231465280207968,0.0773384763741562,0.0660432781748752,0
