ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,61,123,30,16,78,56,80,46,61
0007CB0AD4,61,0,109,30,15,72,22,43,28,19
0007CB2ED2,123,109,0,45,21,73,48,125,59,60
0007CB321B,30,30,45,0,0,8,15,12,66,21
0007CB39C9,16,15,21,0,0,11,5,12,32,6
0007CB464C,78,72,73,8,11,0,62,51,32,40
0007F2B770,56,22,48,15,5,62,0,22,100,72
0007F2B957,80,43,125,12,12,51,22,0,25,40
0007F2BA9B,46,28,59,66,32,32,100,25,0,21
0007F2CA05,61,19,60,21,6,40,72,40,21,0
