ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,4.76168345982855,1.69579832105073,2.56545111692029,3.99725224855985,2.47095734146789,2.6183834691043,2.61120485087564,2.17030514744232,3.39631663092057
0007CB0B74,4.63751817952551,0,2.70208086474783,1.57498802656276,3.03320386955652,2.10122922315137,2.11426084042828,1.31087353638321,2.02423226570324,2.96226050005592
0007CB0DBC,1.45534605617201,2.39638490607751,0,2.55921073213514,1.20250419600868,1.91475181592129,2.01371386104397,1.39224176741686,2.89165743788177,2.43672263438746
0007CB2407,2.87708646122538,1.84767454378295,3.2819055785405,0,1.87732729167284,1.86489817304279,1.98831303146548,1.81360897254225,1.66464017027579,5.00221930178248
0007F2B3FF,3.64237477558509,2.84357160948103,1.30372170475149,1.59363267853086,0,2.46301133867749,2.53062805556787,2.23081532217287,3.9120924617463,2.90392633740877
0007F2B59E,1.94821307397161,1.6964743914919,1.74740589143468,1.34707075156967,2.07845791867128,0,2.04333070456136,1.57470202324472,3.06312409623278,3.30793241999732
0007F2B8A2,2.17164330761988,1.79758849047012,1.94204022064689,1.50289826749598,2.25261417706801,2.16012021216906,0,3.21521338684485,2.41414945584923,3.14201703857906
0007F2B9FC,2.36167367389121,1.2123571318861,1.46420637893834,1.47974304531376,2.17167309791836,1.81234669198154,3.50509634462566,0,1.51646285111904,6.32517265836169
0007F2E37E,1.7431455374033,1.66557259677002,2.69335084964154,1.22241259383299,3.36671761592707,3.12713157081054,2.33115698744833,1.34420518140845,0,3.28135402279443
0007F2ED4,3.28801395620447,2.88990597077463,2.70228722274475,4.29171378554545,2.97152878063462,4.00521033158276,3.6092870340933,6.67349079802507,3.8970204327035,0
