ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2ED4
0007CA3A72,0,20.6163934806122,60.2189972372727,39.6593496061728,59.2324647813433,44.2370827092233,49.6470521378698,50.3069009507353,61.7019087732877,44.2799727168539
0007CB0B74,20.6163934806122,0,44.7594949019512,59.919634454386,40.1958345550725,60.244012087619,55.3431033143835,60.925387656383,62.217218219774,56.2624559384615
0007CB0DBC,60.2189972372727,44.7594949019512,0,59.4869581260504,60.9080208889908,53.2673433477273,57.6935249162791,60.9803241044304,40.6969652206633,51.854475484375
0007CB2407,39.6593496061728,59.919634454386,59.4869581260504,0,62.7614250323077,57.7689575195122,61.9906611100917,52.7829571337349,58.6989380771739,37.082714962963
0007F2B3FF,59.2324647813433,40.1958345550725,60.9080208889908,62.7614250323077,0,57.4361582765625,41.1214655160194,53.796042751938,25.7669836481183,52.2079998075472
0007F2B59E,44.2370827092233,60.244012087619,53.2673433477273,57.7689575195122,57.4361582765625,0,45.8524313737288,50.6262649853557,53.1154822868613,39.6846129246637
0007F2B8A2,49.6470521378698,55.3431033143835,57.6935249162791,61.9906611100917,41.1214655160194,45.8524313737288,0,23.8857724681462,52.5895648365696,58.4901986189349
0007F2B9FC,50.3069009507353,60.925387656383,60.9803241044304,52.7829571337349,53.796042751938,50.6262649853557,23.8857724681462,0,56.1089592568863,14.2498019193182
0007F2E37E,61.7019087732877,62.217218219774,40.6969652206633,58.6989380771739,25.7669836481183,53.1154822868613,52.5895648365696,56.1089592568863,0,55.3230428861538
0007F2ED4,44.2799727168539,56.2624559384615,51.854475484375,37.082714962963,52.2079998075472,39.6846129246637,58.4901986189349,14.2498019193182,55.3230428861538,0
