ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,2.32962962962963,3.55221238938053,2.26428571428571,1.625,3.26837606837607,2.77948717948718,2.2,2.01827956989247,2.29166666666667
0007CB0AD4,2.32962962962963,0,4.00097087378641,2.49791666666667,2.02083333333333,1.77592592592593,1.93666666666667,8.22962962962963,1.47575757575758,1.825
0007CB2ED2,3.55221238938053,4.00097087378641,0,7.95614035087719,2.55833333333333,6.87798742138365,2.91538461538462,4.19814814814815,2.06470588235294,5.67222222222222
0007CB321B,2.26428571428571,2.49791666666667,7.95614035087719,0,3.57407407407407,1.89833333333333,1.825,1.46111111111111,1.64761904761905,2.63939393939394
0007CB39C9,1.625,2.02083333333333,2.55833333333333,3.57407407407407,0,1.99583333333333,1.45,2.69090909090909,1.58787878787879,2.32777777777778
0007CB464C,3.26837606837607,1.77592592592593,6.87798742138365,1.89833333333333,1.99583333333333,0,4.54275362318841,2.99019607843137,2.56266666666667,1.60416666666667
0007F2B770,2.77948717948718,1.93666666666667,2.91538461538462,1.825,1.45,4.54275362318841,0,1.96363636363636,1.83986928104575,2.075
0007F2B957,2.2,8.22962962962963,4.19814814814815,1.46111111111111,2.69090909090909,2.99019607843137,1.96363636363636,0,2.3,0
0007F2BA9B,2.01827956989247,1.47575757575758,2.06470588235294,1.64761904761905,1.58787878787879,2.56266666666667,1.83986928104575,2.3,0,1.4
0007F2CA05,2.29166666666667,1.825,5.67222222222222,2.63939393939394,2.32777777777778,1.60416666666667,2.075,0,1.4,0
