ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,0.0521614468460521,0.224848564656307,0,0.115853658536585,0.318045263368717,0.0564077980185364,0.0410612760581175,0.0615846789335336,0.0533436412833397
0007CB0AD4,0.0875439570608923,0,0.407097708717408,0,0.18619337979094,0.36330863208492,0.198306168104826,0.0486418193303853,0.0559519339091251,0.146115191341322
0007CB2ED2,0.63205626503794,0.681848257609174,0,0.201415701415701,0.15287456445993,0.201281794512318,0.346436561201662,0.558012213097494,0.446488922268118,0.304020100502512
0007CB321B,0,0,0.0206083750329206,0,0,0.0634888844382138,0.0421860019175455,0,0.257979722117912,0.0562427522226516
0007CB39C9,0.0984638163982971,0.0942876047640052,0.0462207005530682,0,0,0.123372721810535,0.109939277724512,0.0852811118130133,0.0946301164100638,0.270970235794356
0007CB464C,0.293910790301684,0.200044111160123,0.0661706610481959,0.203989703989705,0.134146341463414,0,0.0466602748481943,0.0467466835123184,0,0.110359489756474
0007F2B770,0.0653340736627801,0.136854874283194,0.142744271793521,0.16988416988417,0.149825783972125,0.0584818746244744,0,0.181301326595073,0.180998873450995,0.218979512949362
0007F2B957,0.0360910605219323,0.0254741949713277,0.174479852515143,0,0.0881968641114981,0.0444622471460045,0.13758389261745,0,0.192639879834773,0.0239659837649787
0007F2BA9B,0.0303535073107533,0.0164314071460079,0.0782854885435869,0.442084942084942,0.0548780487804877,0,0.0770214125918825,0.108022741629817,0,0.037881716273676
0007F2CA05,0.051082731815658,0.0833700926334362,0.103568606794838,0.187258687258687,0.305313588850173,0.114360104145804,0.181048258229466,0.0261107601600337,0.0736012016522718,0
