ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,0.3,0.529411764705882,0.5,0.636363636363636,0.428571428571429,0.666666666666667,0.583333333333333,0.666666666666667,0.55
0007CB0AD4,0.7,0,0.620689655172414,0,1,0.6875,0.5,1,0.5,0.666666666666667
0007CB2ED2,0.470588235294118,0.379310344827586,0,0.5,0.333333333333333,0.444444444444444,0.5,0.5,0.428571428571429,0.25
0007CB321B,0.5,1,0.5,0,1,0.666666666666667,0.75,0.75,1,0.75
0007CB39C9,0.363636363636364,0,0.666666666666667,0,0,0.272727272727273,0,0.5,0,0.5
0007CB464C,0.571428571428571,0.3125,0.555555555555556,0.333333333333333,0.727272727272727,0,0,0.142857142857143,0.5,0.5
0007F2B770,0.333333333333333,0.5,0.5,0.25,1,1,0,0.555555555555556,0.428571428571429,0.5
0007F2B957,0.416666666666667,0,0.5,0.25,0.5,0.857142857142857,0.444444444444444,0,0.666666666666667,0.666666666666667
0007F2BA9B,0.333333333333333,0.5,0.571428571428571,0,1,0.5,0.571428571428571,0.333333333333333,0,1
0007F2CA05,0.45,0.333333333333333,0.75,0.25,0.5,0.5,0.5,0.333333333333333,0,0
