ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,48,97,18,17,83,16,70,9,15
0007CB0AD4,48,0,93,7,23,34,20,36,18,19
0007CB2ED2,97,93,0,18,20,58,11,63,33,9
0007CB321B,18,7,18,0,5,15,8,11,10,0
0007CB39C9,17,23,20,5,0,8,5,16,10,9
0007CB464C,83,34,58,15,8,0,45,108,9,9
0007F2B770,16,20,11,8,5,45,0,90,20,8
0007F2B957,70,36,63,11,16,108,90,0,5,14
0007F2BA9B,9,18,33,10,10,9,20,5,0,3
0007F2CA05,15,19,9,0,9,9,8,14,3,0
