ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,142.6,440,38.2,25.1333333333333,342.2,24.7333333333333,248.3,37.5333333333333,116.766666666667
0007CB0AD4,142.6,0,275.3,48,57.3666666666667,98.3666666666667,69.2333333333333,142.066666666667,61.6333333333333,61.9
0007CB2ED2,440,275.3,0,74.3333333333333,117.7,206.333333333333,28.3,357.266666666667,48.0666666666667,73.6666666666667
0007CB321B,38.2,48,74.3333333333333,0,17.4,85.4333333333333,6.76666666666667,43.8666666666667,34.3,38.7333333333333
0007CB39C9,25.1333333333333,57.3666666666667,117.7,17.4,0,22.5,50.8666666666667,106.533333333333,93.4,53
0007CB464C,342.2,98.3666666666667,206.333333333333,85.4333333333333,22.5,0,89.1333333333333,127.5,15.2,63.2333333333333
0007F2B770,24.7333333333333,69.2333333333333,28.3,6.76666666666667,50.8666666666667,89.1333333333333,0,99.9666666666667,125,71.2
0007F2B957,248.3,142.066666666667,357.266666666667,43.8666666666667,106.533333333333,127.5,99.9666666666667,0,31.6333333333333,32.9333333333333
0007F2BA9B,37.5333333333333,61.6333333333333,48.0666666666667,34.3,93.4,15.2,125,31.6333333333333,0,55.8333333333333
0007F2CA05,116.766666666667,61.9,73.6666666666667,38.7333333333333,53,63.2333333333333,71.2,32.9333333333333,55.8333333333333,0
